"","gene","sgRNA","class","L1","L2","L3","L4","H1","H2","H3","H4"
"1","G0001","G0001_01","inactive",11,9,15,7,13,12,11,0
"2","G0001","G0001_02","inactive",2,7,7,3,3,12,7,1
"3","G0001","G0001_03","inactive",13,12,16,22,14,18,23,11
"4","G0001","G0001_04","inactive",14,13,9,13,17,10,8,4
"5","G0001","G0001_05","inactive",11,12,13,6,13,18,20,5
"6","G0001","G0001_06","inactive",5,9,4,5,14,10,9,7
"7","G0001","G0001_07","inactive",25,20,17,13,28,25,27,4
"8","G0001","G0001_08","inactive",26,32,47,38,38,34,58,18
"9","G0001","G0001_09","inactive",5,1,15,3,5,2,11,1
"10","G0001","G0001_10","inactive",18,22,21,8,11,26,17,9
"11","G0002","G0002_01","inactive",13,7,17,14,21,7,18,7
"12","G0002","G0002_02","inactive",0,0,1,3,2,1,3,3
"13","G0002","G0002_03","inactive",3,4,2,9,8,4,7,4
"14","G0002","G0002_04","inactive",6,11,15,14,5,17,22,3
"15","G0002","G0002_05","inactive",2,3,2,5,2,4,2,0
"16","G0002","G0002_06","inactive",19,14,13,14,19,20,18,9
"17","G0002","G0002_07","inactive",5,4,6,2,4,6,6,3
"18","G0002","G0002_08","inactive",8,11,11,2,8,10,13,1
"19","G0002","G0002_09","inactive",9,7,8,7,9,12,9,4
"20","G0002","G0002_10","inactive",6,3,5,4,6,8,6,0
"21","G0003","G0003_01","inactive",10,4,11,17,17,4,14,6
"22","G0003","G0003_02","inactive",4,3,4,6,4,3,2,1
"23","G0003","G0003_03","inactive",4,12,4,5,1,17,2,1
"24","G0003","G0003_04","inactive",3,6,7,3,4,4,3,2
"25","G0003","G0003_05","inactive",3,0,2,5,2,3,3,1
"26","G0003","G0003_06","inactive",13,20,21,22,19,24,24,15
"27","G0003","G0003_07","inactive",28,18,13,20,29,23,27,15
"28","G0003","G0003_08","inactive",4,3,2,9,7,6,2,3
"29","G0003","G0003_09","inactive",4,4,8,6,2,2,3,4
"30","G0003","G0003_10","inactive",1,1,9,9,1,7,10,0
"31","G0004","G0004_01","inactive",31,31,23,30,42,44,34,15
"32","G0004","G0004_02","inactive",4,1,4,1,0,1,5,0
"33","G0004","G0004_03","inactive",18,7,9,17,17,7,16,8
"34","G0004","G0004_04","inactive",22,12,10,5,17,10,16,3
"35","G0004","G0004_05","inactive",7,2,9,5,9,9,11,4
"36","G0004","G0004_06","inactive",23,14,9,19,15,24,18,10
"37","G0004","G0004_07","inactive",3,0,4,1,3,0,3,1
"38","G0004","G0004_08","inactive",3,5,8,4,1,5,9,0
"39","G0004","G0004_09","inactive",5,5,1,1,3,3,5,1
"40","G0004","G0004_10","inactive",10,6,12,8,19,11,10,4
"41","G0005","G0005_01","inactive",3,5,8,4,7,5,5,1
"42","G0005","G0005_02","inactive",9,23,10,18,16,27,18,10
"43","G0005","G0005_03","inactive",9,17,14,11,11,28,27,4
"44","G0005","G0005_04","inactive",9,14,2,4,9,8,5,1
"45","G0005","G0005_05","inactive",13,7,11,11,4,12,7,5
"46","G0005","G0005_06","inactive",8,28,17,17,14,21,24,4
"47","G0005","G0005_07","inactive",5,7,10,14,4,9,11,2
"48","G0005","G0005_08","inactive",6,4,12,5,3,9,14,4
"49","G0005","G0005_09","inactive",1,4,0,1,6,6,0,2
"50","G0005","G0005_10","inactive",10,9,6,1,9,5,3,4
"51","G0006","G0006_01","inactive",17,8,20,17,22,18,14,7
"52","G0006","G0006_02","inactive",1,3,2,3,2,3,4,0
"53","G0006","G0006_03","inactive",4,3,7,1,4,4,4,1
"54","G0006","G0006_04","inactive",3,7,2,2,2,3,1,2
"55","G0006","G0006_05","inactive",16,10,11,20,15,14,25,5
"56","G0006","G0006_06","inactive",0,3,8,6,0,13,19,1
"57","G0006","G0006_07","inactive",6,14,14,14,15,13,16,5
"58","G0006","G0006_08","inactive",12,11,9,11,8,6,14,5
"59","G0006","G0006_09","inactive",4,2,1,8,8,5,5,3
"60","G0006","G0006_10","inactive",19,21,26,19,18,28,19,11
"61","G0007","G0007_01","inactive",11,7,11,11,7,10,9,4
"62","G0007","G0007_02","inactive",4,9,8,7,6,18,11,3
"63","G0007","G0007_03","inactive",0,5,1,5,3,11,7,0
"64","G0007","G0007_04","inactive",11,10,6,7,14,13,5,7
"65","G0007","G0007_05","inactive",2,8,3,5,2,10,6,2
"66","G0007","G0007_06","inactive",9,5,3,2,11,14,11,2
"67","G0007","G0007_07","inactive",4,4,3,1,4,6,2,0
"68","G0007","G0007_08","inactive",6,7,7,9,5,5,5,5
"69","G0007","G0007_09","inactive",23,14,23,19,30,33,35,10
"70","G0007","G0007_10","inactive",15,12,13,33,20,16,12,10
"71","G0008","G0008_01","inactive",2,2,5,3,7,0,4,3
"72","G0008","G0008_02","inactive",1,3,1,4,4,4,2,2
"73","G0008","G0008_03","inactive",1,2,5,3,3,6,7,2
"74","G0008","G0008_04","inactive",9,8,10,18,13,11,23,10
"75","G0008","G0008_05","inactive",2,1,4,10,2,3,7,3
"76","G0008","G0008_06","inactive",12,20,9,17,16,24,19,7
"77","G0008","G0008_07","inactive",9,17,12,6,8,19,14,8
"78","G0008","G0008_08","inactive",9,6,10,3,10,8,8,2
"79","G0008","G0008_09","inactive",3,14,13,13,18,9,18,3
"80","G0008","G0008_10","inactive",1,4,5,2,3,3,5,0
"81","G0009","G0009_01","inactive",6,25,19,12,12,28,26,8
"82","G0009","G0009_02","inactive",18,9,12,11,25,23,17,4
"83","G0009","G0009_03","inactive",16,20,18,19,25,24,26,7
"84","G0009","G0009_04","inactive",50,34,35,39,55,51,59,25
"85","G0009","G0009_05","inactive",16,15,17,24,24,15,16,9
"86","G0009","G0009_06","inactive",5,3,5,4,2,3,4,4
"87","G0009","G0009_07","inactive",2,2,2,4,4,5,8,2
"88","G0009","G0009_08","inactive",18,20,30,20,14,16,26,7
"89","G0009","G0009_09","inactive",13,17,23,12,18,36,27,8
"90","G0009","G0009_10","inactive",15,13,10,18,15,16,9,10
"91","G0010","G0010_01","inactive",1,3,7,9,2,0,9,2
"92","G0010","G0010_02","inactive",3,5,3,8,3,5,4,3
"93","G0010","G0010_03","inactive",6,10,7,5,12,7,7,2
"94","G0010","G0010_04","inactive",3,4,5,4,7,4,13,0
"95","G0010","G0010_05","inactive",3,3,11,11,3,9,11,10
"96","G0010","G0010_06","inactive",5,13,7,3,8,16,14,4
"97","G0010","G0010_07","inactive",18,12,26,19,19,18,24,10
"98","G0010","G0010_08","inactive",11,8,7,15,4,12,19,2
"99","G0010","G0010_09","inactive",37,39,27,49,44,65,45,23
"100","G0010","G0010_10","inactive",14,12,14,14,16,12,11,4
"101","G0011","G0011_01","inactive",2,2,1,5,3,1,3,8
"102","G0011","G0011_02","inactive",3,13,4,5,7,8,6,2
"103","G0011","G0011_03","inactive",45,43,64,52,42,55,85,36
"104","G0011","G0011_04","inactive",4,1,8,7,5,3,6,2
"105","G0011","G0011_05","inactive",25,21,36,25,24,25,38,9
"106","G0011","G0011_06","inactive",10,11,13,10,15,13,20,5
"107","G0011","G0011_07","inactive",4,1,7,0,6,8,1,1
"108","G0011","G0011_08","inactive",3,3,9,3,7,5,7,5
"109","G0011","G0011_09","inactive",6,11,8,14,12,8,16,2
"110","G0011","G0011_10","inactive",9,12,12,12,15,11,31,7
"111","G0012","G0012_01","inactive",6,13,4,14,7,9,8,6
"112","G0012","G0012_02","inactive",6,7,4,12,7,6,12,7
"113","G0012","G0012_03","inactive",3,5,2,0,3,6,2,0
"114","G0012","G0012_04","inactive",2,3,8,6,5,8,10,2
"115","G0012","G0012_05","inactive",16,23,15,12,25,23,17,9
"116","G0012","G0012_06","inactive",3,2,3,1,4,2,2,0
"117","G0012","G0012_07","inactive",9,8,4,9,8,11,3,4
"118","G0012","G0012_08","inactive",10,7,15,19,11,18,14,8
"119","G0012","G0012_09","inactive",1,3,1,2,4,6,4,3
"120","G0012","G0012_10","inactive",1,6,10,7,4,6,8,1
"121","G0013","G0013_01","inactive",4,4,9,13,4,5,12,2
"122","G0013","G0013_02","inactive",2,9,9,4,11,6,8,4
"123","G0013","G0013_03","inactive",2,5,1,2,7,6,6,0
"124","G0013","G0013_04","inactive",18,21,14,20,18,22,28,11
"125","G0013","G0013_05","inactive",8,13,14,13,10,11,18,4
"126","G0013","G0013_06","inactive",18,10,18,7,23,28,24,4
"127","G0013","G0013_07","inactive",10,16,7,12,8,18,11,4
"128","G0013","G0013_08","inactive",2,3,6,6,3,6,4,4
"129","G0013","G0013_09","inactive",6,8,1,5,2,7,3,2
"130","G0013","G0013_10","inactive",14,17,20,19,22,21,27,16
"131","G0014","G0014_01","inactive",4,6,3,11,14,7,10,7
"132","G0014","G0014_02","inactive",5,5,3,2,7,14,8,1
"133","G0014","G0014_03","inactive",5,1,0,0,3,0,0,0
"134","G0014","G0014_04","inactive",10,16,12,13,16,19,23,3
"135","G0014","G0014_05","inactive",1,7,10,9,12,21,19,9
