gene,sgRNA,class,L1,L2,L3,L4,H1,H2,H3,H4
G0001,G0001_1,inactive,132.0,30.0,0.0,0.0,158.0,45.0,0.0,0.0
G0001,G0001_2,inactive,136.0,56.0,54.0,0.0,167.0,49.0,44.0,0.0
G0001,G0001_3,inactive,265.0,144.0,165.0,437.0,244.0,133.0,168.0,467.0
G0001,G0001_4,inactive,42.0,0.0,0.0,0.0,52.0,0.0,0.0,0.0
G0001,G0001_5,inactive,50.0,105.0,105.0,272.0,53.0,134.0,100.0,303.0
G0001,G0001_6,inactive,322.0,159.0,208.0,177.0,358.0,189.0,185.0,178.0
G0001,G0001_7,inactive,354.0,132.0,366.0,172.0,374.0,133.0,426.0,148.0
G0001,G0001_8,inactive,186.0,0.0,264.0,257.0,222.0,0.0,244.0,330.0
G0001,G0001_9,inactive,0.0,84.0,0.0,0.0,0.0,82.0,0.0,0.0
G0001,G0001_10,inactive,289.0,178.0,172.0,241.0,316.0,207.0,206.0,226.0
G0002,G0002_11,inactive,143.0,0.0,123.0,199.0,147.0,0.0,133.0,240.0
G0002,G0002_12,inactive,112.0,117.0,49.0,120.0,85.0,163.0,48.0,132.0
G0002,G0002_13,inactive,165.0,183.0,55.0,176.0,135.0,208.0,53.0,162.0
G0002,G0002_14,inactive,40.0,144.0,214.0,112.0,56.0,167.0,221.0,100.0
G0002,G0002_15,inactive,116.0,95.0,0.0,0.0,80.0,88.0,0.0,0.0
G0002,G0002_16,inactive,45.0,144.0,40.0,0.0,44.0,158.0,50.0,0.0
G0002,G0002_17,inactive,185.0,42.0,94.0,55.0,194.0,53.0,104.0,56.0
G0002,G0002_18,inactive,225.0,154.0,399.0,192.0,258.0,148.0,411.0,164.0
G0002,G0002_19,inactive,94.0,173.0,285.0,175.0,93.0,232.0,331.0,175.0
G0002,G0002_20,inactive,74.0,0.0,229.0,0.0,83.0,0.0,232.0,0.0
G0003,G0003_21,inactive,150.0,32.0,43.0,44.0,159.0,48.0,40.0,55.0
G0003,G0003_22,inactive,179.0,308.0,173.0,377.0,210.0,313.0,157.0,405.0
G0003,G0003_23,inactive,43.0,96.0,53.0,0.0,62.0,90.0,38.0,0.0
G0003,G0003_24,inactive,0.0,42.0,0.0,63.0,0.0,48.0,0.0,56.0
G0003,G0003_25,inactive,0.0,76.0,0.0,66.0,0.0,102.0,0.0,45.0
G0003,G0003_26,inactive,52.0,0.0,0.0,0.0,63.0,0.0,0.0,0.0
G0003,G0003_27,inactive,96.0,78.0,56.0,83.0,89.0,87.0,55.0,116.0
G0003,G0003_28,inactive,95.0,0.0,49.0,60.0,115.0,0.0,51.0,58.0
G0003,G0003_29,inactive,95.0,26.0,58.0,67.0,86.0,40.0,57.0,53.0
G0003,G0003_30,inactive,0.0,0.0,102.0,116.0,0.0,0.0,101.0,126.0
G0004,G0004_31,inactive,42.0,136.0,0.0,85.0,51.0,160.0,0.0,66.0
G0004,G0004_32,inactive,0.0,0.0,37.0,47.0,0.0,0.0,65.0,60.0
G0004,G0004_33,inactive,109.0,116.0,150.0,219.0,131.0,152.0,159.0,232.0
G0004,G0004_34,inactive,104.0,162.0,151.0,110.0,116.0,196.0,151.0,108.0
