gene,sgRNA,class,L1,L2,L3,L4,H1,H2,H3,H4
G0001,G0001_1,inactive,215.0,285.0,318.0,290.0,210.0,199.0,295.0,190.0
G0001,G0001_2,inactive,2384.0,2614.0,2471.0,2485.0,2178.0,2441.0,2078.0,2263.0
G0001,G0001_3,inactive,1064.0,1045.0,1040.0,1122.0,943.0,959.0,705.0,1030.0
G0001,G0001_4,inactive,664.0,844.0,748.0,831.0,604.0,766.0,552.0,662.0
G0001,G0001_5,inactive,914.0,922.0,999.0,1170.0,858.0,826.0,874.0,876.0
G0001,G0001_6,inactive,1195.0,1257.0,1491.0,1267.0,1073.0,1065.0,1186.0,1202.0
G0001,G0001_7,inactive,924.0,995.0,1021.0,1036.0,842.0,846.0,915.0,864.0
G0001,G0001_8,inactive,1875.0,1997.0,2177.0,2042.0,1765.0,1793.0,1723.0,1743.0
G0001,G0001_9,inactive,1069.0,1015.0,1116.0,1070.0,975.0,854.0,915.0,861.0
G0001,G0001_10,inactive,1752.0,1869.0,1975.0,1983.0,1600.0,1636.0,1712.0,1919.0
G0002,G0002_11,inactive,573.0,572.0,675.0,654.0,436.0,531.0,559.0,519.0
G0002,G0002_12,inactive,422.0,338.0,428.0,501.0,328.0,338.0,397.0,467.0
G0002,G0002_13,inactive,450.0,348.0,410.0,448.0,361.0,342.0,415.0,342.0
G0002,G0002_14,inactive,129.0,166.0,165.0,145.0,134.0,141.0,152.0,115.0
G0002,G0002_15,inactive,1475.0,1424.0,1512.0,1471.0,1448.0,1234.0,1311.0,1031.0
G0002,G0002_16,inactive,1573.0,1607.0,1834.0,1731.0,1548.0,1383.0,1606.0,1246.0
G0002,G0002_17,inactive,1510.0,1753.0,1640.0,1838.0,1186.0,1524.0,1411.0,1377.0
G0002,G0002_18,inactive,508.0,374.0,414.0,412.0,395.0,301.0,356.0,343.0
G0002,G0002_19,inactive,873.0,820.0,869.0,920.0,754.0,802.0,919.0,658.0
G0002,G0002_20,inactive,624.0,618.0,705.0,655.0,596.0,485.0,529.0,592.0
G0003,G0003_21,inactive,790.0,755.0,900.0,946.0,879.0,710.0,741.0,848.0
G0003,G0003_22,inactive,529.0,462.0,625.0,465.0,463.0,442.0,599.0,311.0
G0003,G0003_23,inactive,612.0,704.0,771.0,689.0,663.0,708.0,603.0,590.0
G0003,G0003_24,inactive,1708.0,1786.0,1673.0,1706.0,1633.0,1570.0,1463.0,1397.0
G0003,G0003_25,inactive,1602.0,1537.0,1933.0,1681.0,1479.0,1435.0,1424.0,1399.0
G0003,G0003_26,inactive,1694.0,1773.0,1668.0,1758.0,1519.0,1591.0,1395.0,1412.0
G0003,G0003_27,inactive,607.0,563.0,558.0,550.0,526.0,420.0,501.0,453.0
G0003,G0003_28,inactive,554.0,706.0,686.0,675.0,582.0,522.0,737.0,645.0
G0003,G0003_29,inactive,444.0,446.0,417.0,458.0,413.0,383.0,397.0,388.0
G0003,G0003_30,inactive,1221.0,1217.0,1474.0,1271.0,1051.0,1162.0,1255.0,1094.0
G0004,G0004_31,negcontrol,404.0,415.0,473.0,402.0,367.0,292.0,460.0,350.0
G0004,G0004_32,negcontrol,202.0,280.0,269.0,374.0,259.0,189.0,190.0,303.0
G0004,G0004_33,negcontrol,385.0,462.0,455.0,414.0,346.0,258.0,362.0,347.0
G0004,G0004_34,negcontrol,871.0,1138.0,964.0,965.0,808.0,878.0,761.0,703.0
G0004,G0004_35,negcontrol,631.0,641.0,609.0,637.0,561.0,518.0,402.0,536.0
G0004,G0004_36,negcontrol,1229.0,1113.0,1361.0,1199.0,1115.0,1042.0,1152.0,926.0
G0004,G0004_37,negcontrol,442.0,458.0,504.0,537.0,464.0,415.0,380.0,460.0
G0004,G0004_38,negcontrol,942.0,1010.0,1040.0,1070.0,727.0,865.0,842.0,988.0
G0004,G0004_39,negcontrol,1314.0,1395.0,1461.0,1282.0,1092.0,1458.0,1187.0,1123.0
G0004,G0004_40,negcontrol,1004.0,1008.0,1138.0,1225.0,875.0,922.0,973.0,1024.0
G0005,G0005_41,inactive,997.0,1026.0,1111.0,992.0,966.0,831.0,902.0,933.0
G0005,G0005_42,inactive,502.0,506.0,480.0,631.0,516.0,393.0,407.0,522.0
G0005,G0005_43,inactive,803.0,648.0,607.0,764.0,733.0,411.0,477.0,731.0
G0005,G0005_44,inactive,490.0,519.0,388.0,504.0,378.0,370.0,378.0,465.0
G0005,G0005_45,inactive,2972.0,3240.0,3014.0,3316.0,2776.0,2736.0,2492.0,2803.0
G0005,G0005_46,inactive,1720.0,2043.0,1567.0,1656.0,1620.0,1693.0,1352.0,1266.0
G0005,G0005_47,inactive,1223.0,1022.0,1218.0,1222.0,1061.0,796.0,1083.0,1026.0
G0005,G0005_48,inactive,657.0,547.0,542.0,631.0,557.0,463.0,457.0,573.0
G0005,G0005_49,inactive,625.0,521.0,780.0,631.0,604.0,446.0,707.0,563.0
G0005,G0005_50,inactive,1226.0,1313.0,1445.0,1239.0,1141.0,1269.0,1171.0,989.0
G0006,G0006_51,inactive,672.0,643.0,637.0,627.0,548.0,509.0,466.0,575.0
G0006,G0006_52,inactive,1406.0,1264.0,1382.0,1242.0,1333.0,1140.0,1227.0,893.0
G0006,G0006_53,inactive,90.0,104.0,120.0,108.0,67.0,99.0,84.0,90.0
G0006,G0006_54,inactive,1053.0,1233.0,1194.0,1157.0,956.0,975.0,903.0,936.0
G0006,G0006_55,inactive,27.0,61.0,26.0,27.0,15.0,76.0,19.0,10.0
