"","gene","sgRNA","class","L1","L2","L3","L4","H1","H2","H3","H4"
"1","G0001","G0001_01","inactive",139,164,178,153,152,165,243,117
"2","G0001","G0001_02","inactive",25,58,51,63,40,46,54,69
"3","G0001","G0001_03","inactive",22,37,75,21,21,68,80,23
"4","G0001","G0001_04","inactive",37,43,77,27,28,27,82,19
"5","G0001","G0001_05","inactive",116,140,130,147,130,131,134,134
"6","G0001","G0001_06","inactive",82,119,61,144,99,111,100,135
"7","G0001","G0001_07","inactive",104,108,100,146,102,112,126,144
"8","G0001","G0001_08","inactive",87,129,190,131,82,149,218,120
"9","G0001","G0001_09","inactive",124,162,130,200,140,147,189,192
"10","G0001","G0001_10","inactive",275,253,221,262,384,286,277,282
"11","G0002","G0002_01","inactive",66,99,116,104,108,128,126,144
"12","G0002","G0002_02","inactive",104,144,82,149,144,138,104,139
"13","G0002","G0002_03","inactive",68,146,138,177,84,150,150,130
"14","G0002","G0002_04","inactive",83,114,117,69,102,105,157,71
"15","G0002","G0002_05","inactive",198,157,139,172,214,188,203,171
"16","G0002","G0002_06","inactive",28,52,90,45,36,86,109,35
"17","G0002","G0002_07","inactive",19,5,8,29,11,6,20,28
"18","G0002","G0002_08","inactive",68,31,32,38,73,38,36,46
"19","G0002","G0002_09","inactive",47,65,23,11,57,36,28,18
"20","G0002","G0002_10","inactive",117,92,113,82,137,125,149,89
"21","G0003","G0003_01","inactive",17,19,20,26,18,32,18,20
"22","G0003","G0003_02","inactive",48,74,54,36,51,67,65,31
"23","G0003","G0003_03","inactive",5,17,28,65,5,12,47,57
"24","G0003","G0003_04","inactive",145,136,85,84,179,124,123,81
"25","G0003","G0003_05","inactive",150,103,88,104,187,111,131,130
"26","G0003","G0003_06","inactive",61,21,46,27,58,23,76,44
"27","G0003","G0003_07","inactive",115,134,118,174,171,136,160,158
"28","G0003","G0003_08","inactive",62,56,113,44,61,69,153,32
"29","G0003","G0003_09","inactive",57,17,67,40,55,19,55,48
"30","G0003","G0003_10","inactive",58,90,46,87,62,74,61,104
"31","G0004","G0004_01","inactive",68,96,55,94,84,89,76,99
"32","G0004","G0004_02","inactive",408,519,450,662,497,482,584,640
"33","G0004","G0004_03","inactive",101,191,74,144,117,177,93,149
"34","G0004","G0004_04","inactive",18,20,39,25,20,26,58,22
"35","G0004","G0004_05","inactive",64,76,61,40,78,89,55,46
"36","G0004","G0004_06","inactive",107,50,38,99,116,50,45,75
"37","G0004","G0004_07","inactive",61,42,82,53,64,45,107,40
"38","G0004","G0004_08","inactive",17,35,35,68,25,35,20,95
"39","G0004","G0004_09","inactive",130,56,91,61,183,65,115,65
"40","G0004","G0004_10","inactive",30,21,41,35,34,15,27,24
"41","G0005","G0005_01","inactive",33,46,8,31,48,48,9,29
"42","G0005","G0005_02","inactive",130,101,71,106,129,119,115,139
"43","G0005","G0005_03","inactive",75,88,87,86,104,89,96,78
"44","G0005","G0005_04","inactive",84,179,106,110,116,154,107,139
"45","G0005","G0005_05","inactive",36,90,68,77,67,85,75,85
"46","G0005","G0005_06","inactive",222,242,213,197,334,273,283,170
"47","G0005","G0005_07","inactive",47,80,69,53,62,75,93,56
"48","G0005","G0005_08","inactive",49,47,39,58,40,65,61,78
"49","G0005","G0005_09","inactive",147,138,157,216,198,153,206,191
"50","G0005","G0005_10","inactive",36,21,71,11,18,21,81,6
"51","G0006","G0006_01","inactive",23,16,9,68,31,12,11,49
"52","G0006","G0006_02","inactive",130,59,81,164,197,56,106,143
