"","gene","sgRNA","class","L1","L2","L3","L4","H1","H2","H3","H4"
"1","G0001","G0001_01","inactive",227,223,324,247,232,237,326,222
"2","G0001","G0001_02","inactive",154,109,104,94,133,129,62,96
"3","G0001","G0001_03","inactive",99,165,161,162,115,196,128,149
"4","G0001","G0001_04","inactive",39,56,102,96,56,56,60,80
"5","G0001","G0001_05","inactive",320,369,377,454,300,354,400,429
"6","G0001","G0001_06","inactive",332,238,273,300,302,228,200,243
"7","G0001","G0001_07","inactive",88,187,80,144,90,223,124,164
"8","G0001","G0001_08","inactive",223,203,206,281,183,186,178,301
"9","G0001","G0001_09","inactive",602,593,558,756,529,636,430,717
"10","G0001","G0001_10","inactive",118,186,243,177,81,232,167,155
"11","G0002","G0002_01","inactive",171,140,290,168,169,154,219,195
"12","G0002","G0002_02","inactive",27,24,61,27,39,35,36,25
"13","G0002","G0002_03","inactive",100,188,220,166,130,177,249,154
"14","G0002","G0002_04","inactive",375,304,495,452,337,418,395,446
"15","G0002","G0002_05","inactive",249,286,305,331,315,356,262,362
"16","G0002","G0002_06","inactive",201,304,249,329,173,300,203,343
"17","G0002","G0002_07","inactive",491,493,582,642,508,535,516,659
"18","G0002","G0002_08","inactive",397,347,297,323,346,420,260,346
"19","G0002","G0002_09","inactive",158,219,143,160,112,197,153,135
"20","G0002","G0002_10","inactive",202,281,202,202,203,308,167,225
"21","G0003","G0003_01","inactive",225,230,300,114,188,291,236,135
"22","G0003","G0003_02","inactive",395,430,462,398,453,455,354,429
"23","G0003","G0003_03","inactive",122,68,63,138,143,71,61,121
"24","G0003","G0003_04","inactive",82,117,105,140,93,131,81,136
"25","G0003","G0003_05","inactive",195,122,262,156,191,168,264,189
"26","G0003","G0003_06","inactive",67,89,153,233,66,86,104,256
"27","G0003","G0003_07","inactive",82,62,80,154,96,74,74,153
"28","G0003","G0003_08","inactive",182,145,183,174,179,133,177,187
"29","G0003","G0003_09","inactive",84,101,161,127,117,167,147,134
"30","G0003","G0003_10","inactive",38,47,83,48,27,41,50,51
"31","G0004","G0004_01","inactive",195,215,85,120,183,178,76,145
"32","G0004","G0004_02","inactive",56,51,25,78,62,40,29,95
"33","G0004","G0004_03","inactive",48,81,55,51,46,114,45,56
"34","G0004","G0004_04","inactive",63,158,136,126,49,207,107,127
