"","gene","sgRNA","class","L1","L2","L3","L4","H1","H2","H3","H4"
"1","G0001","G0001_01","decreasing",78,109,133,123,47,34,51,34
"2","G0001","G0001_02","decreasing",28,11,40,53,25,0,12,19
"3","G0001","G0001_03","decreasing",63,76,74,32,57,26,54,26
"4","G0001","G0001_04","decreasing",27,47,82,56,18,22,21,7
"5","G0001","G0001_05","decreasing",28,9,9,8,24,5,2,4
"6","G0001","G0001_06","decreasing",42,25,69,71,30,16,26,15
"7","G0001","G0001_07","decreasing",12,19,3,17,3,8,1,5
"8","G0001","G0001_08","decreasing",27,19,22,27,15,10,6,8
"9","G0001","G0001_09","decreasing",22,18,31,22,19,9,10,4
"10","G0001","G0001_10","decreasing",7,25,21,38,1,4,4,28
"11","G0002","G0002_01","increasing",60,203,131,191,292,597,284,395
"12","G0002","G0002_02","increasing",10,72,54,50,70,190,149,111
"13","G0002","G0002_03","increasing",30,72,83,52,117,240,212,123
"14","G0002","G0002_04","increasing",133,115,222,174,357,241,558,376
"15","G0002","G0002_05","increasing",125,106,164,153,490,330,407,419
"16","G0002","G0002_06","increasing",23,71,24,63,31,84,19,53
"17","G0002","G0002_07","increasing",122,101,148,108,409,325,344,226
"18","G0002","G0002_08","increasing",45,24,25,33,143,50,61,52
"19","G0002","G0002_09","increasing",111,169,144,119,426,558,287,282
"20","G0002","G0002_10","increasing",37,96,72,43,132,292,223,105
"21","G0003","G0003_01","increasing",75,63,118,89,240,213,231,139
"22","G0003","G0003_02","increasing",122,246,179,244,495,640,462,509
"23","G0003","G0003_03","increasing",15,68,130,49,36,200,368,167
"24","G0003","G0003_04","increasing",46,51,61,66,75,87,78,73
"25","G0003","G0003_05","increasing",54,60,77,43,204,247,262,161
"26","G0003","G0003_06","increasing",107,112,104,118,360,380,266,352
"27","G0003","G0003_07","increasing",106,108,119,48,426,244,322,80
"28","G0003","G0003_08","increasing",6,46,68,23,28,51,79,13
"29","G0003","G0003_09","increasing",38,118,165,156,189,460,332,367
"30","G0003","G0003_10","increasing",83,236,157,118,351,702,400,314
"31","G0004","G0004_01","inactive",105,69,116,88,132,106,132,60
"32","G0004","G0004_02","inactive",50,27,24,57,56,33,20,53
"33","G0004","G0004_03","inactive",79,100,109,187,123,116,74,155
"34","G0004","G0004_04","inactive",39,90,54,42,59,132,71,37
"35","G0004","G0004_05","inactive",30,31,142,32,50,34,144,36
"36","G0004","G0004_06","inactive",181,126,268,129,287,154,219,142
"37","G0004","G0004_07","inactive",65,73,48,62,106,89,43,60
"38","G0004","G0004_08","inactive",1,34,7,34,2,43,7,26
"39","G0004","G0004_09","inactive",31,83,48,51,45,100,59,38
"40","G0004","G0004_10","inactive",52,95,76,39,95,122,79,44
"41","G0005","G0005_01","inactive",29,131,42,27,47,148,61,35
"42","G0005","G0005_02","inactive",9,5,44,27,26,3,59,16
"43","G0005","G0005_03","inactive",19,68,63,41,27,67,59,42
"44","G0005","G0005_04","inactive",41,11,56,30,39,6,72,30
"45","G0005","G0005_05","inactive",52,38,27,38,82,43,26,19
