"","gene","sgRNA","class","L1","L2","L3","L4","H1","H2","H3","H4"
"1","G0001","G0001_01","increasing",678,347,636,750,1425,777,1039,1232
"2","G0001","G0001_02","increasing",587,304,510,347,563,334,448,317
"3","G0001","G0001_03","increasing",226,504,157,270,324,952,229,706
"4","G0001","G0001_04","increasing",529,656,717,770,989,1273,1385,1214
"5","G0001","G0001_05","increasing",418,634,802,441,443,703,731,413
"6","G0001","G0001_06","increasing",100,95,82,295,109,86,126,347
"7","G0001","G0001_07","increasing",935,289,752,583,1928,495,1404,1165
"8","G0001","G0001_08","increasing",1463,1114,1498,1862,2726,2242,3347,3435
"9","G0001","G0001_09","increasing",140,203,118,198,294,278,209,345
"10","G0001","G0001_10","increasing",246,418,311,292,470,816,480,534
"11","G0002","G0002_01","decreasing",155,159,61,98,105,150,25,56
"12","G0002","G0002_02","decreasing",32,53,19,25,6,19,0,19
"13","G0002","G0002_03","decreasing",556,1082,631,674,478,952,536,714
"14","G0002","G0002_04","decreasing",872,712,535,874,692,619,416,786
"15","G0002","G0002_05","decreasing",220,159,275,169,66,81,91,34
"16","G0002","G0002_06","decreasing",73,50,140,73,0,17,95,14
"17","G0002","G0002_07","decreasing",690,478,595,455,619,357,549,460
"18","G0002","G0002_08","decreasing",171,153,122,187,88,89,36,121
"19","G0002","G0002_09","decreasing",75,88,106,16,6,39,11,0
"20","G0002","G0002_10","decreasing",86,67,243,126,23,15,111,13
"21","G0003","G0003_01","inactive",361,225,609,459,371,201,654,480
"22","G0003","G0003_02","inactive",131,76,37,422,113,80,26,452
"23","G0003","G0003_03","inactive",722,565,693,564,710,437,592,430
"24","G0003","G0003_04","inactive",73,82,294,226,86,42,275,235
"25","G0003","G0003_05","inactive",850,620,795,922,823,683,678,908
"26","G0003","G0003_06","inactive",396,274,165,432,337,292,151,422
"27","G0003","G0003_07","inactive",434,212,181,451,380,215,190,420
"28","G0003","G0003_08","inactive",901,811,1072,502,952,686,1060,402
"29","G0003","G0003_09","inactive",171,513,221,360,163,475,286,356
"30","G0003","G0003_10","inactive",322,432,356,375,297,407,313,357
"31","G0004","G0004_01","inactive",699,578,560,704,782,604,501,660
"32","G0004","G0004_02","inactive",494,374,328,348,485,458,301,300
"33","G0004","G0004_03","inactive",827,537,776,447,843,601,749,431
"34","G0004","G0004_04","inactive",211,229,103,379,160,201,168,281
"35","G0004","G0004_05","inactive",246,418,460,461,292,421,382,406
"36","G0004","G0004_06","inactive",183,269,280,603,188,262,307,565
"37","G0004","G0004_07","inactive",207,169,188,209,216,183,140,220
"38","G0004","G0004_08","inactive",1360,1160,1052,1715,1380,1226,975,1807
"39","G0004","G0004_09","inactive",339,160,215,147,290,146,217,111
"40","G0004","G0004_10","inactive",325,286,202,210,289,324,268,266
"41","G0005","G0005_01","increasing",351,808,875,406,557,1130,1513,647
"42","G0005","G0005_02","increasing",650,298,637,504,539,329,548,453
"43","G0005","G0005_03","increasing",970,871,1267,997,1651,1319,2236,1672
"44","G0005","G0005_04","increasing",223,150,295,166,323,254,354,210
"45","G0005","G0005_05","increasing",790,277,576,223,1165,444,883,310
"46","G0005","G0005_06","increasing",905,533,937,1175,1463,844,1184,1793
"47","G0005","G0005_07","increasing",972,1008,999,974,1560,1730,1452,1533
"48","G0005","G0005_08","increasing",255,130,145,90,318,164,351,124
"49","G0005","G0005_09","increasing",372,299,325,334,560,409,544,395
"50","G0005","G0005_10","increasing",342,105,302,181,605,158,420,331
"51","G0006","G0006_01","inactive",170,129,233,66,166,168,200,62
"52","G0006","G0006_02","inactive",958,793,1049,694,873,627,880,620
"53","G0006","G0006_03","inactive",318,288,568,369,334,188,520,469
"54","G0006","G0006_04","inactive",2434,1339,2326,2131,2246,1406,2102,2107
"55","G0006","G0006_05","inactive",978,814,656,562,973,866,645,441
"56","G0006","G0006_06","inactive",584,463,372,496,506,393,384,385
"57","G0006","G0006_07","inactive",409,537,453,507,342,501,427,531
"58","G0006","G0006_08","inactive",270,196,335,579,220,211,291,471
"59","G0006","G0006_09","inactive",1655,1701,1138,1516,1565,1812,1016,1412
"60","G0006","G0006_10","inactive",419,384,388,277,340,373,386,227
"61","G0007","G0007_01","inactive",501,332,480,335,489,328,487,278
"62","G0007","G0007_02","inactive",669,690,809,909,655,743,847,847
"63","G0007","G0007_03","inactive",202,240,336,415,228,177,298,398
"64","G0007","G0007_04","inactive",388,455,440,453,406,417,327,299
"65","G0007","G0007_05","inactive",689,557,494,729,616,578,399,738
"66","G0007","G0007_06","inactive",504,455,330,322,575,382,283,298
"67","G0007","G0007_07","inactive",658,940,1011,525,596,983,982,475
"68","G0007","G0007_08","inactive",1640,1739,1881,1255,1636,1659,1726,1093
"69","G0007","G0007_09","inactive",305,477,259,291,309,489,290,282
"70","G0007","G0007_10","inactive",297,483,302,517,310,550,246,460
"71","G0008","G0008_01","inactive",892,564,692,640,854,596,756,588
"72","G0008","G0008_02","inactive",729,523,382,295,736,595,339,218
"73","G0008","G0008_03","inactive",156,166,385,259,183,165,377,179
"74","G0008","G0008_04","inactive",375,231,475,236,389,243,538,253
"75","G0008","G0008_05","inactive",759,693,926,664,737,663,783,602
"76","G0008","G0008_06","inactive",685,499,892,745,686,530,981,691
"77","G0008","G0008_07","inactive",1258,1120,985,1150,1264,1013,944,1100
"78","G0008","G0008_08","inactive",60,238,143,263,60,214,160,218
"79","G0008","G0008_09","inactive",1214,742,1038,860,1222,708,1138,851
"80","G0008","G0008_10","inactive",521,355,317,488,464,394,276,472
"81","G0009","G0009_01","inactive",929,855,519,597,837,905,467,505
"82","G0009","G0009_02","inactive",550,438,424,545,565,501,379,473
"83","G0009","G0009_03","inactive",71,128,31,180,41,160,22,125
"84","G0009","G0009_04","inactive",171,373,306,315,191,293,294,356
"85","G0009","G0009_05","inactive",338,45,136,147,269,15,129,216
"86","G0009","G0009_06","inactive",2272,2369,2418,2545,2279,2241,2281,2602
"87","G0009","G0009_07","inactive",309,257,556,605,212,222,520,598
"88","G0009","G0009_08","inactive",70,172,170,113,61,121,133,120
"89","G0009","G0009_09","inactive",96,21,223,39,119,17,282,45
"90","G0009","G0009_10","inactive",728,820,1060,1134,740,786,899,1066
"91","G0010","G0010_01","negcontrol",649,838,1526,747,641,869,1294,609
"92","G0010","G0010_02","negcontrol",277,494,439,266,248,436,394,262
"93","G0010","G0010_03","negcontrol",295,386,317,299,269,386,344,273
"94","G0010","G0010_04","negcontrol",166,29,69,194,209,35,92,175
"95","G0010","G0010_05","negcontrol",711,801,747,887,622,856,751,811
"96","G0010","G0010_06","negcontrol",487,397,376,555,479,422,283,607
"97","G0010","G0010_07","negcontrol",250,296,301,290,358,264,255,255
"98","G0010","G0010_08","negcontrol",137,302,271,382,123,179,231,419
"99","G0010","G0010_09","negcontrol",315,254,278,351,223,233,204,294
"100","G0010","G0010_10","negcontrol",205,262,404,312,154,253,330,213
"101","G0011","G0011_01","inactive",541,454,535,535,575,429,588,460
"102","G0011","G0011_02","inactive",1705,1378,1330,1408,1549,1390,1163,1258
"103","G0011","G0011_03","inactive",333,316,435,169,259,313,338,176
"104","G0011","G0011_04","inactive",446,463,440,697,496,454,443,681
"105","G0011","G0011_05","inactive",208,151,184,207,228,172,175,175
"106","G0011","G0011_06","inactive",304,221,202,86,292,243,139,69
"107","G0011","G0011_07","inactive",1044,690,796,1184,1008,774,910,1290
"108","G0011","G0011_08","inactive",79,122,50,175,80,83,56,184
"109","G0011","G0011_09","inactive",340,111,96,204,355,176,79,173
