gene,sgRNA,class,L1,L2,L3,L4,H1,H2,H3,H4
G0001,G0001_1,inactive,59.0,53.0,75.0,59.0,53.0,42.0,88.0,73.0
G0001,G0001_2,inactive,64.0,66.0,53.0,113.0,47.0,60.0,60.0,61.0
G0001,G0001_3,inactive,300.0,211.0,283.0,267.0,226.0,228.0,266.0,273.0
G0001,G0001_4,inactive,17.0,43.0,31.0,30.0,19.0,32.0,34.0,17.0
G0001,G0001_5,inactive,153.0,109.0,111.0,128.0,131.0,104.0,139.0,99.0
G0001,G0001_6,inactive,184.0,116.0,120.0,188.0,153.0,114.0,155.0,168.0
G0001,G0001_7,inactive,185.0,178.0,172.0,220.0,153.0,151.0,179.0,199.0
G0001,G0001_8,inactive,274.0,280.0,211.0,317.0,238.0,271.0,205.0,328.0
G0001,G0001_9,inactive,17.0,86.0,20.0,33.0,7.0,87.0,28.0,46.0
G0001,G0001_10,inactive,180.0,182.0,166.0,112.0,136.0,179.0,157.0,105.0
G0002,G0002_11,inactive,210.0,188.0,113.0,180.0,168.0,194.0,130.0,189.0
G0002,G0002_12,inactive,82.0,60.0,27.0,95.0,66.0,51.0,30.0,67.0
G0002,G0002_13,inactive,126.0,96.0,176.0,211.0,119.0,85.0,167.0,210.0
G0002,G0002_14,inactive,66.0,93.0,45.0,106.0,68.0,86.0,50.0,118.0
G0002,G0002_15,inactive,89.0,105.0,115.0,102.0,67.0,103.0,112.0,107.0
G0002,G0002_16,inactive,80.0,98.0,108.0,78.0,89.0,94.0,94.0,80.0
G0002,G0002_17,inactive,87.0,113.0,130.0,84.0,107.0,101.0,143.0,94.0
G0002,G0002_18,inactive,290.0,211.0,211.0,221.0,236.0,211.0,213.0,213.0
G0002,G0002_19,inactive,222.0,189.0,174.0,217.0,200.0,204.0,187.0,188.0
G0002,G0002_20,inactive,58.0,62.0,74.0,60.0,69.0,61.0,74.0,62.0
G0003,G0003_21,inactive,88.0,58.0,78.0,58.0,86.0,50.0,74.0,62.0
G0003,G0003_22,inactive,231.0,192.0,200.0,257.0,191.0,190.0,232.0,219.0
G0003,G0003_23,inactive,61.0,59.0,67.0,57.0,41.0,49.0,82.0,59.0
G0003,G0003_24,inactive,19.0,33.0,20.0,8.0,31.0,16.0,33.0,8.0
G0003,G0003_25,inactive,45.0,110.0,49.0,53.0,63.0,88.0,63.0,46.0
G0003,G0003_26,inactive,45.0,11.0,28.0,34.0,28.0,14.0,40.0,20.0
G0003,G0003_27,inactive,95.0,97.0,101.0,116.0,75.0,107.0,102.0,111.0
G0003,G0003_28,inactive,94.0,54.0,65.0,48.0,67.0,56.0,68.0,52.0
G0003,G0003_29,inactive,111.0,62.0,83.0,72.0,83.0,69.0,107.0,54.0
G0003,G0003_30,inactive,15.0,33.0,13.0,19.0,23.0,32.0,20.0,15.0
G0004,G0004_31,inactive,85.0,106.0,68.0,86.0,76.0,81.0,63.0,82.0
G0004,G0004_32,inactive,24.0,24.0,26.0,47.0,29.0,25.0,50.0,39.0
G0004,G0004_33,inactive,137.0,181.0,177.0,171.0,82.0,169.0,174.0,142.0
G0004,G0004_34,inactive,111.0,126.0,70.0,63.0,111.0,119.0,88.0,64.0
G0004,G0004_35,inactive,85.0,89.0,83.0,57.0,71.0,88.0,74.0,40.0
G0004,G0004_36,inactive,68.0,53.0,78.0,62.0,60.0,36.0,76.0,46.0
G0004,G0004_37,inactive,15.0,15.0,13.0,35.0,19.0,12.0,8.0,26.0
G0004,G0004_38,inactive,67.0,93.0,115.0,105.0,53.0,104.0,127.0,108.0
G0004,G0004_39,inactive,45.0,89.0,69.0,53.0,58.0,69.0,82.0,67.0
G0004,G0004_40,inactive,99.0,100.0,100.0,97.0,89.0,86.0,127.0,96.0
G0005,G0005_41,inactive,162.0,98.0,140.0,152.0,134.0,104.0,141.0,136.0
G0005,G0005_42,inactive,185.0,114.0,145.0,186.0,141.0,98.0,163.0,165.0
G0005,G0005_43,inactive,72.0,79.0,40.0,45.0,67.0,80.0,63.0,52.0
G0005,G0005_44,inactive,36.0,66.0,69.0,48.0,31.0,75.0,77.0,75.0
G0005,G0005_45,inactive,244.0,212.0,300.0,294.0,206.0,215.0,267.0,277.0
G0005,G0005_46,inactive,207.0,82.0,142.0,130.0,161.0,86.0,155.0,140.0
G0005,G0005_47,inactive,46.0,56.0,17.0,30.0,36.0,79.0,31.0,37.0
G0005,G0005_48,inactive,33.0,11.0,12.0,32.0,17.0,19.0,16.0,33.0
G0005,G0005_49,inactive,152.0,79.0,117.0,88.0,112.0,81.0,104.0,68.0
G0005,G0005_50,inactive,68.0,22.0,33.0,53.0,63.0,29.0,40.0,46.0
G0006,G0006_51,inactive,84.0,86.0,40.0,61.0,88.0,65.0,39.0,42.0
G0006,G0006_52,inactive,95.0,43.0,109.0,68.0,95.0,54.0,114.0,82.0
G0006,G0006_53,inactive,105.0,102.0,148.0,92.0,103.0,115.0,164.0,115.0
G0006,G0006_54,inactive,82.0,33.0,63.0,48.0,64.0,32.0,50.0,37.0
G0006,G0006_55,inactive,127.0,107.0,65.0,112.0,100.0,102.0,68.0,113.0
G0006,G0006_56,inactive,239.0,222.0,149.0,260.0,218.0,221.0,185.0,224.0
G0006,G0006_57,inactive,59.0,57.0,44.0,38.0,66.0,54.0,26.0,36.0
G0006,G0006_58,inactive,104.0,74.0,128.0,70.0,84.0,74.0,156.0,104.0
G0006,G0006_59,inactive,64.0,31.0,20.0,29.0,54.0,25.0,17.0,18.0
G0006,G0006_60,inactive,52.0,33.0,63.0,72.0,48.0,52.0,67.0,75.0
G0007,G0007_61,inactive,166.0,131.0,80.0,132.0,144.0,159.0,109.0,148.0
G0007,G0007_62,inactive,60.0,63.0,75.0,79.0,47.0,89.0,73.0,75.0
G0007,G0007_63,inactive,131.0,129.0,77.0,101.0,127.0,120.0,76.0,107.0
G0007,G0007_64,inactive,24.0,13.0,50.0,31.0,35.0,26.0,59.0,42.0
G0007,G0007_65,inactive,71.0,88.0,51.0,78.0,47.0,70.0,62.0,77.0
G0007,G0007_66,inactive,175.0,134.0,166.0,199.0,121.0,142.0,188.0,175.0
G0007,G0007_67,inactive,120.0,172.0,206.0,134.0,104.0,165.0,202.0,157.0
G0007,G0007_68,inactive,96.0,140.0,115.0,135.0,89.0,150.0,122.0,132.0
G0007,G0007_69,inactive,129.0,123.0,94.0,98.0,102.0,108.0,107.0,104.0
G0007,G0007_70,inactive,75.0,71.0,40.0,65.0,64.0,68.0,41.0,75.0
G0008,G0008_71,inactive,159.0,114.0,109.0,100.0,97.0,119.0,146.0,70.0
G0008,G0008_72,inactive,47.0,57.0,15.0,29.0,33.0,60.0,20.0,41.0
G0008,G0008_73,inactive,81.0,70.0,70.0,58.0,63.0,57.0,39.0,85.0
G0008,G0008_74,inactive,87.0,79.0,34.0,62.0,83.0,133.0,49.0,44.0
G0008,G0008_75,inactive,16.0,17.0,0.0,19.0,9.0,5.0,0.0,17.0
G0008,G0008_76,inactive,238.0,311.0,271.0,242.0,195.0,316.0,300.0,240.0
G0008,G0008_77,inactive,259.0,165.0,237.0,211.0,239.0,136.0,239.0,181.0
G0008,G0008_78,inactive,99.0,156.0,110.0,96.0,63.0,163.0,79.0,71.0
G0008,G0008_79,inactive,39.0,46.0,25.0,25.0,35.0,46.0,25.0,27.0
G0008,G0008_80,inactive,69.0,62.0,56.0,107.0,61.0,46.0,62.0,115.0
G0009,G0009_81,inactive,22.0,16.0,8.0,9.0,27.0,15.0,7.0,7.0
G0009,G0009_82,inactive,32.0,28.0,33.0,29.0,50.0,23.0,34.0,31.0
G0009,G0009_83,inactive,146.0,147.0,150.0,122.0,136.0,170.0,163.0,111.0
G0009,G0009_84,inactive,96.0,104.0,95.0,92.0,74.0,120.0,99.0,85.0
G0009,G0009_85,inactive,131.0,147.0,105.0,165.0,85.0,116.0,137.0,107.0
G0009,G0009_86,inactive,70.0,38.0,42.0,48.0,42.0,20.0,44.0,47.0
G0009,G0009_87,inactive,277.0,280.0,173.0,242.0,205.0,270.0,166.0,206.0
G0009,G0009_88,inactive,89.0,44.0,45.0,48.0,61.0,51.0,49.0,43.0
G0009,G0009_89,inactive,240.0,206.0,191.0,242.0,216.0,186.0,180.0,212.0
G0009,G0009_90,inactive,142.0,147.0,142.0,130.0,122.0,134.0,161.0,143.0
G0010,G0010_91,inactive,42.0,56.0,18.0,42.0,40.0,59.0,17.0,43.0
G0010,G0010_92,inactive,108.0,43.0,36.0,47.0,100.0,55.0,36.0,35.0
G0010,G0010_93,inactive,28.0,55.0,88.0,55.0,36.0,38.0,68.0,61.0
G0010,G0010_94,inactive,29.0,40.0,74.0,63.0,34.0,43.0,68.0,67.0
G0010,G0010_95,inactive,231.0,244.0,211.0,277.0,179.0,262.0,254.0,257.0
G0010,G0010_96,inactive,34.0,39.0,27.0,36.0,20.0,41.0,33.0,43.0
G0010,G0010_97,inactive,33.0,66.0,40.0,61.0,21.0,61.0,34.0,50.0
G0010,G0010_98,inactive,93.0,104.0,93.0,79.0,63.0,110.0,118.0,89.0
G0010,G0010_99,inactive,51.0,30.0,25.0,10.0,66.0,38.0,40.0,8.0
G0010,G0010_100,inactive,134.0,171.0,149.0,82.0,105.0,194.0,170.0,76.0
G0011,G0011_101,inactive,250.0,217.0,258.0,280.0,224.0,221.0,275.0,231.0
G0011,G0011_102,inactive,24.0,37.0,2.0,38.0,24.0,48.0,9.0,26.0
G0011,G0011_103,inactive,59.0,34.0,23.0,38.0,33.0,33.0,22.0,49.0
G0011,G0011_104,inactive,126.0,117.0,94.0,116.0,99.0,148.0,81.0,132.0
G0011,G0011_105,inactive,268.0,214.0,182.0,212.0,203.0,176.0,188.0,222.0
G0011,G0011_106,inactive,62.0,66.0,59.0,45.0,47.0,44.0,61.0,67.0
G0011,G0011_107,inactive,108.0,190.0,152.0,111.0,105.0,210.0,156.0,114.0
G0011,G0011_108,inactive,47.0,71.0,54.0,48.0,19.0,88.0,51.0,55.0
G0011,G0011_109,inactive,45.0,35.0,57.0,47.0,32.0,34.0,69.0,44.0
G0011,G0011_110,inactive,185.0,257.0,194.0,201.0,159.0,230.0,156.0,182.0
G0012,G0012_111,inactive,70.0,116.0,122.0,66.0,54.0,109.0,132.0,70.0
G0012,G0012_112,inactive,25.0,67.0,95.0,86.0,11.0,54.0,96.0,96.0
G0012,G0012_113,inactive,108.0,105.0,101.0,82.0,97.0,124.0,70.0,84.0
G0012,G0012_114,inactive,58.0,31.0,36.0,39.0,31.0,36.0,59.0,55.0
G0012,G0012_115,inactive,193.0,177.0,159.0,190.0,162.0,169.0,163.0,176.0
G0012,G0012_116,inactive,277.0,239.0,156.0,155.0,205.0,240.0,159.0,138.0
G0012,G0012_117,inactive,84.0,55.0,55.0,75.0,86.0,50.0,46.0,82.0
G0012,G0012_118,inactive,59.0,74.0,43.0,100.0,38.0,66.0,35.0,69.0
G0012,G0012_119,inactive,84.0,38.0,60.0,68.0,54.0,24.0,53.0,85.0
G0012,G0012_120,inactive,101.0,90.0,73.0,79.0,94.0,79.0,81.0,62.0
G0013,G0013_121,inactive,58.0,48.0,61.0,79.0,51.0,38.0,75.0,78.0
G0013,G0013_122,inactive,127.0,87.0,85.0,87.0,86.0,74.0,77.0,86.0
G0013,G0013_123,inactive,23.0,69.0,25.0,42.0,14.0,64.0,43.0,34.0
G0013,G0013_124,inactive,76.0,27.0,55.0,56.0,51.0,30.0,50.0,48.0
G0013,G0013_125,inactive,49.0,83.0,65.0,73.0,49.0,64.0,80.0,67.0
G0013,G0013_126,inactive,536.0,477.0,445.0,595.0,429.0,451.0,516.0,484.0
G0013,G0013_127,inactive,65.0,70.0,65.0,24.0,38.0,48.0,60.0,32.0
G0013,G0013_128,inactive,156.0,158.0,102.0,213.0,134.0,158.0,113.0,235.0
G0013,G0013_129,inactive,20.0,31.0,34.0,14.0,17.0,32.0,32.0,29.0
G0013,G0013_130,inactive,35.0,19.0,33.0,41.0,30.0,16.0,40.0,41.0
G0014,G0014_131,inactive,31.0,51.0,49.0,73.0,23.0,32.0,35.0,61.0
G0014,G0014_132,inactive,199.0,215.0,221.0,178.0,156.0,231.0,212.0,195.0
G0014,G0014_133,inactive,137.0,91.0,82.0,52.0,97.0,113.0,90.0,49.0
G0014,G0014_134,inactive,403.0,504.0,368.0,423.0,338.0,534.0,380.0,388.0
G0014,G0014_135,inactive,52.0,126.0,50.0,48.0,47.0,83.0,48.0,65.0
G0014,G0014_136,inactive,147.0,157.0,157.0,110.0,103.0,144.0,144.0,102.0
G0014,G0014_137,inactive,330.0,343.0,243.0,373.0,255.0,322.0,261.0,346.0
G0014,G0014_138,inactive,45.0,13.0,12.0,11.0,28.0,5.0,13.0,15.0
G0014,G0014_139,inactive,179.0,104.0,149.0,118.0,160.0,88.0,169.0,121.0
G0014,G0014_140,inactive,123.0,134.0,82.0,81.0,133.0,111.0,84.0,102.0
G0015,G0015_141,inactive,24.0,21.0,15.0,22.0,16.0,14.0,7.0,28.0
G0015,G0015_142,inactive,279.0,204.0,209.0,275.0,225.0,170.0,237.0,238.0
G0015,G0015_143,inactive,199.0,163.0,93.0,183.0,173.0,176.0,114.0,165.0
G0015,G0015_144,inactive,32.0,165.0,92.0,121.0,43.0,155.0,78.0,100.0
G0015,G0015_145,inactive,159.0,104.0,72.0,69.0,122.0,89.0,88.0,70.0
G0015,G0015_146,inactive,43.0,15.0,11.0,21.0,35.0,30.0,10.0,22.0
G0015,G0015_147,inactive,343.0,228.0,238.0,228.0,293.0,225.0,233.0,201.0
G0015,G0015_148,inactive,87.0,97.0,81.0,163.0,68.0,109.0,66.0,117.0
G0015,G0015_149,inactive,96.0,84.0,102.0,64.0,95.0,77.0,94.0,62.0
G0015,G0015_150,inactive,125.0,104.0,89.0,158.0,120.0,103.0,93.0,114.0
G0016,G0016_151,inactive,109.0,86.0,119.0,128.0,85.0,95.0,106.0,164.0
G0016,G0016_152,inactive,135.0,92.0,78.0,69.0,126.0,89.0,79.0,68.0
G0016,G0016_153,inactive,173.0,157.0,116.0,207.0,126.0,171.0,118.0,149.0
G0016,G0016_154,inactive,110.0,79.0,102.0,141.0,101.0,74.0,98.0,125.0
G0016,G0016_155,inactive,175.0,228.0,110.0,216.0,159.0,231.0,159.0,237.0
G0016,G0016_156,inactive,102.0,33.0,52.0,34.0,78.0,30.0,43.0,45.0
G0016,G0016_157,inactive,55.0,41.0,40.0,34.0,38.0,44.0,53.0,38.0
G0016,G0016_158,inactive,46.0,45.0,30.0,41.0,26.0,50.0,51.0,25.0
G0016,G0016_159,inactive,0.0,12.0,5.0,0.0,0.0,11.0,6.0,0.0
G0016,G0016_160,inactive,178.0,116.0,132.0,134.0,137.0,102.0,129.0,117.0
G0017,G0017_161,inactive,137.0,177.0,127.0,152.0,124.0,190.0,150.0,161.0
G0017,G0017_162,inactive,184.0,170.0,138.0,95.0,182.0,154.0,172.0,86.0
G0017,G0017_163,inactive,16.0,42.0,45.0,48.0,13.0,33.0,49.0,50.0
G0017,G0017_164,inactive,151.0,122.0,85.0,79.0,130.0,114.0,93.0,58.0
G0017,G0017_165,inactive,58.0,69.0,45.0,47.0,60.0,82.0,56.0,59.0
G0017,G0017_166,inactive,104.0,65.0,104.0,64.0,93.0,59.0,102.0,59.0
G0017,G0017_167,inactive,71.0,60.0,44.0,45.0,39.0,67.0,40.0,45.0
G0017,G0017_168,inactive,56.0,42.0,83.0,26.0,39.0,45.0,79.0,20.0
G0017,G0017_169,inactive,234.0,138.0,163.0,213.0,199.0,155.0,142.0,200.0
G0017,G0017_170,inactive,197.0,158.0,160.0,155.0,143.0,138.0,196.0,156.0
G0018,G0018_171,inactive,245.0,179.0,187.0,173.0,206.0,186.0,194.0,182.0
G0018,G0018_172,inactive,46.0,39.0,60.0,45.0,30.0,25.0,51.0,19.0
G0018,G0018_173,inactive,75.0,82.0,85.0,46.0,74.0,67.0,74.0,33.0
G0018,G0018_174,inactive,45.0,34.0,43.0,36.0,47.0,38.0,58.0,32.0
G0018,G0018_175,inactive,102.0,109.0,163.0,109.0,93.0,107.0,178.0,133.0
G0018,G0018_176,inactive,33.0,25.0,36.0,44.0,31.0,28.0,42.0,39.0
G0018,G0018_177,inactive,37.0,19.0,45.0,28.0,42.0,19.0,46.0,26.0
G0018,G0018_178,inactive,62.0,35.0,39.0,75.0,60.0,38.0,51.0,78.0
G0018,G0018_179,inactive,133.0,107.0,90.0,67.0,89.0,106.0,86.0,73.0
G0018,G0018_180,inactive,36.0,23.0,70.0,53.0,24.0,41.0,66.0,58.0
G0019,G0019_181,inactive,130.0,163.0,194.0,137.0,130.0,149.0,175.0,135.0
G0019,G0019_182,inactive,80.0,51.0,39.0,35.0,51.0,63.0,33.0,34.0
G0019,G0019_183,inactive,89.0,88.0,74.0,93.0,68.0,95.0,73.0,95.0
G0019,G0019_184,inactive,172.0,161.0,156.0,94.0,135.0,166.0,146.0,111.0
G0019,G0019_185,inactive,110.0,97.0,86.0,103.0,69.0,95.0,101.0,119.0
G0019,G0019_186,inactive,79.0,87.0,78.0,102.0,68.0,91.0,104.0,115.0
G0019,G0019_187,inactive,103.0,46.0,42.0,37.0,60.0,59.0,37.0,28.0
G0019,G0019_188,inactive,105.0,74.0,54.0,46.0,70.0,79.0,74.0,39.0
G0019,G0019_189,inactive,44.0,67.0,82.0,70.0,35.0,97.0,66.0,51.0
G0019,G0019_190,inactive,272.0,310.0,285.0,297.0,288.0,286.0,338.0,345.0
G0020,G0020_191,inactive,197.0,188.0,174.0,140.0,160.0,203.0,167.0,144.0
G0020,G0020_192,inactive,82.0,115.0,83.0,140.0,71.0,100.0,94.0,126.0
G0020,G0020_193,inactive,73.0,48.0,44.0,43.0,62.0,71.0,44.0,43.0
G0020,G0020_194,inactive,70.0,45.0,58.0,63.0,39.0,49.0,53.0,75.0
G0020,G0020_195,inactive,208.0,147.0,117.0,124.0,171.0,165.0,124.0,115.0
G0020,G0020_196,inactive,96.0,57.0,50.0,39.0,93.0,51.0,33.0,32.0
G0020,G0020_197,inactive,177.0,138.0,170.0,103.0,133.0,160.0,182.0,96.0
G0020,G0020_198,inactive,11.0,13.0,3.0,4.0,10.0,5.0,8.0,2.0
G0020,G0020_199,inactive,134.0,60.0,139.0,105.0,113.0,67.0,138.0,109.0
G0020,G0020_200,inactive,11.0,14.0,22.0,5.0,2.0,8.0,13.0,2.0
G0021,G0021_201,inactive,117.0,73.0,96.0,88.0,97.0,47.0,79.0,101.0
G0021,G0021_202,inactive,148.0,90.0,116.0,117.0,94.0,95.0,132.0,135.0
G0021,G0021_203,inactive,105.0,73.0,140.0,86.0,74.0,73.0,110.0,82.0
G0021,G0021_204,inactive,23.0,14.0,22.0,46.0,20.0,16.0,16.0,35.0
G0021,G0021_205,inactive,252.0,326.0,172.0,231.0,207.0,302.0,175.0,217.0
G0021,G0021_206,inactive,46.0,58.0,26.0,66.0,34.0,47.0,28.0,45.0
G0021,G0021_207,inactive,153.0,123.0,100.0,102.0,157.0,129.0,121.0,82.0
G0021,G0021_208,inactive,35.0,48.0,30.0,59.0,24.0,44.0,25.0,70.0
G0021,G0021_209,inactive,31.0,17.0,44.0,38.0,41.0,23.0,24.0,24.0
G0021,G0021_210,inactive,18.0,11.0,45.0,13.0,8.0,8.0,23.0,7.0
G0022,G0022_211,inactive,55.0,89.0,21.0,86.0,52.0,74.0,19.0,83.0
G0022,G0022_212,inactive,82.0,23.0,55.0,85.0,65.0,51.0,46.0,60.0
G0022,G0022_213,inactive,150.0,135.0,125.0,161.0,123.0,85.0,131.0,163.0
G0022,G0022_214,inactive,61.0,36.0,45.0,101.0,46.0,33.0,28.0,104.0
G0022,G0022_215,inactive,43.0,37.0,44.0,73.0,31.0,48.0,41.0,49.0
G0022,G0022_216,inactive,242.0,229.0,205.0,321.0,206.0,232.0,194.0,307.0
