"","gene","sgRNA","class","L1","L2","L3","L4","H1","H2","H3","H4"
"1","G0001","G0001_01","decreasing",34,17,33,32,25,1,25,9
"2","G0001","G0001_02","decreasing",30,7,0,5,19,4,0,0
"3","G0001","G0001_03","decreasing",29,96,83,95,39,101,61,97
"4","G0001","G0001_04","decreasing",9,11,15,6,1,1,4,5
"5","G0001","G0001_05","decreasing",11,0,9,7,2,0,7,1
"6","G0001","G0001_06","decreasing",20,14,3,9,3,3,0,0
"7","G0001","G0001_07","decreasing",49,35,34,60,40,15,22,36
"8","G0001","G0001_08","decreasing",16,3,6,9,9,0,0,2
"9","G0001","G0001_09","decreasing",25,15,29,15,17,2,6,2
"10","G0001","G0001_10","decreasing",91,81,91,54,103,65,69,46
"11","G0002","G0002_01","inactive",108,272,259,217,96,191,198,200
"12","G0002","G0002_02","inactive",49,33,29,49,51,43,26,45
"13","G0002","G0002_03","inactive",74,71,94,92,69,84,53,75
"14","G0002","G0002_04","inactive",74,57,91,110,91,47,66,93
"15","G0002","G0002_05","inactive",97,62,83,128,99,60,64,134
"16","G0002","G0002_06","inactive",32,81,50,30,22,45,60,47
"17","G0002","G0002_07","inactive",41,79,81,87,48,70,72,83
"18","G0002","G0002_08","inactive",238,242,149,325,263,189,110,271
"19","G0002","G0002_09","inactive",64,41,96,48,81,38,87,27
"20","G0002","G0002_10","inactive",178,170,195,257,197,141,125,245
"21","G0003","G0003_01","decreasing",10,17,21,32,7,12,6,12
"22","G0003","G0003_02","decreasing",22,34,42,35,4,6,5,5
"23","G0003","G0003_03","decreasing",4,11,33,8,1,10,12,0
"24","G0003","G0003_04","decreasing",41,42,26,20,13,20,11,11
"25","G0003","G0003_05","decreasing",36,23,28,10,17,13,18,0
"26","G0003","G0003_06","decreasing",57,38,39,69,26,5,11,25
"27","G0003","G0003_07","decreasing",22,32,12,7,7,20,0,1
"28","G0003","G0003_08","decreasing",53,107,77,84,9,41,41,19
"29","G0003","G0003_09","decreasing",28,28,30,31,9,1,8,8
"30","G0003","G0003_10","decreasing",21,16,11,6,14,0,7,5
"31","G0004","G0004_01","decreasing",66,58,51,69,39,19,7,17
"32","G0004","G0004_02","decreasing",6,2,28,2,5,5,12,0
"33","G0004","G0004_03","decreasing",4,27,23,28,0,22,3,16
"34","G0004","G0004_04","decreasing",29,51,54,34,20,37,28,17
"35","G0004","G0004_05","decreasing",106,81,191,178,128,96,122,150
"36","G0004","G0004_06","decreasing",44,30,32,25,22,15,15,4
"37","G0004","G0004_07","decreasing",17,25,12,29,9,16,1,25
"38","G0004","G0004_08","decreasing",6,5,12,4,1,1,3,2
"39","G0004","G0004_09","decreasing",9,4,8,6,5,1,1,0
"40","G0004","G0004_10","decreasing",49,52,44,20,21,27,17,8
"41","G0005","G0005_01","inactive",17,36,60,45,20,27,65,59
"42","G0005","G0005_02","inactive",140,159,265,240,146,112,172,209
"43","G0005","G0005_03","inactive",98,110,51,68,104,102,28,97
"44","G0005","G0005_04","inactive",28,49,111,57,41,45,69,41
"45","G0005","G0005_05","inactive",85,106,77,103,102,102,62,93
"46","G0005","G0005_06","inactive",271,262,343,342,304,233,241,315
"47","G0005","G0005_07","inactive",83,104,93,99,96,74,83,52
"48","G0005","G0005_08","inactive",92,57,60,101,95,40,37,100
"49","G0005","G0005_09","inactive",122,156,164,169,148,120,121,122
"50","G0005","G0005_10","inactive",31,49,111,105,36,75,87,67
"51","G0006","G0006_01","inactive",21,39,49,23,12,35,39,21
"52","G0006","G0006_02","inactive",48,67,52,65,76,59,22,52
"53","G0006","G0006_03","inactive",16,17,74,43,14,11,57,30
"54","G0006","G0006_04","inactive",88,92,78,97,57,96,60,71
"55","G0006","G0006_05","inactive",131,171,151,90,150,153,104,86
"56","G0006","G0006_06","inactive",20,6,18,8,16,4,17,5
"57","G0006","G0006_07","inactive",90,62,97,117,98,46,61,101
"58","G0006","G0006_08","inactive",33,28,24,42,29,28,15,38
"59","G0006","G0006_09","inactive",32,74,70,44,30,59,70,38
"60","G0006","G0006_10","inactive",1,28,29,61,3,42,23,37
"61","G0007","G0007_01","inactive",159,123,176,168,167,90,139,155
"62","G0007","G0007_02","inactive",19,29,33,23,27,27,29,32
"63","G0007","G0007_03","inactive",14,19,19,30,7,33,22,39
"64","G0007","G0007_04","inactive",155,207,247,274,172,162,206,210
"65","G0007","G0007_05","inactive",114,217,163,193,129,194,123,188
"66","G0007","G0007_06","inactive",53,152,107,81,47,114,63,60
"67","G0007","G0007_07","inactive",110,49,97,52,124,57,70,45
"68","G0007","G0007_08","inactive",33,50,21,57,30,57,10,33
"69","G0007","G0007_09","inactive",84,68,111,93,115,64,102,80
"70","G0007","G0007_10","inactive",82,138,77,146,78,144,58,90
"71","G0008","G0008_01","decreasing",11,27,15,24,17,22,3,14
"72","G0008","G0008_02","decreasing",21,13,26,32,16,0,6,17
"73","G0008","G0008_03","decreasing",15,2,9,9,4,0,2,0
"74","G0008","G0008_04","decreasing",18,38,25,17,6,36,8,13
"75","G0008","G0008_05","decreasing",4,12,4,17,0,5,0,11
"76","G0008","G0008_06","decreasing",20,5,12,13,5,1,5,9
"77","G0008","G0008_07","decreasing",21,6,7,17,9,5,7,0
"78","G0008","G0008_08","decreasing",2,6,29,14,0,3,3,21
"79","G0008","G0008_09","decreasing",11,14,9,2,16,2,1,0
"80","G0008","G0008_10","decreasing",33,31,12,44,12,14,8,29
"81","G0009","G0009_01","negcontrol",65,58,50,89,60,46,39,69
"82","G0009","G0009_02","negcontrol",47,35,77,48,59,25,44,29
"83","G0009","G0009_03","negcontrol",186,199,241,231,227,159,153,179
"84","G0009","G0009_04","negcontrol",68,96,140,128,56,93,125,102
"85","G0009","G0009_05","negcontrol",19,11,31,4,28,9,30,6
"86","G0009","G0009_06","negcontrol",40,32,36,42,49,34,30,25
"87","G0009","G0009_07","negcontrol",106,118,185,105,103,115,117,109
"88","G0009","G0009_08","negcontrol",274,286,247,307,254,271,168,246
"89","G0009","G0009_09","negcontrol",94,82,98,105,104,72,82,95
"90","G0009","G0009_10","negcontrol",128,97,100,128,161,90,73,91
"91","G0010","G0010_01","inactive",10,8,14,13,15,2,16,14
"92","G0010","G0010_02","inactive",98,157,106,110,119,156,52,91
"93","G0010","G0010_03","inactive",117,139,105,209,142,123,70,167
"94","G0010","G0010_04","inactive",62,54,79,54,70,42,76,40
"95","G0010","G0010_05","inactive",84,66,105,52,87,44,90,78
"96","G0010","G0010_06","inactive",128,112,141,138,126,88,94,120
"97","G0010","G0010_07","inactive",74,58,22,34,94,44,22,37
"98","G0010","G0010_08","inactive",120,69,56,89,96,71,36,56
"99","G0010","G0010_09","inactive",211,132,220,192,207,125,155,187
"100","G0010","G0010_10","inactive",82,99,122,44,88,83,81,43
"101","G0011","G0011_01","inactive",64,85,50,72,55,74,43,106
"102","G0011","G0011_02","inactive",122,118,139,113,130,109,96,113
"103","G0011","G0011_03","inactive",40,30,66,70,53,32,38,53
"104","G0011","G0011_04","inactive",85,58,47,58,65,33,38,60
"105","G0011","G0011_05","inactive",30,17,28,32,33,21,17,22
"106","G0011","G0011_06","inactive",5,38,8,79,4,52,5,85
"107","G0011","G0011_07","inactive",100,108,112,134,123,91,97,122
"108","G0011","G0011_08","inactive",285,247,210,314,288,226,149,281
"109","G0011","G0011_09","inactive",95,92,124,106,131,94,83,90
"110","G0011","G0011_10","inactive",284,412,359,420,315,315,305,367
"111","G0012","G0012_01","inactive",90,59,77,106,61,70,62,93
"112","G0012","G0012_02","inactive",264,247,417,205,276,233,308,159
"113","G0012","G0012_03","inactive",61,79,79,72,61,69,65,66
