gene,sgRNA,class,L1,L2,L3,L4,H1,H2,H3,H4
G0001,G0001_1,inactive,877.0,897.0,808.0,1011.0,789.0,681.0,880.0,937.0
G0001,G0001_2,inactive,248.0,256.0,276.0,346.0,201.0,203.0,231.0,303.0
G0001,G0001_3,inactive,1188.0,1060.0,1053.0,997.0,1186.0,986.0,928.0,1085.0
G0001,G0001_4,inactive,2084.0,2108.0,2006.0,2246.0,1837.0,2015.0,1718.0,2152.0
G0001,G0001_5,inactive,226.0,305.0,242.0,236.0,226.0,257.0,207.0,243.0
G0001,G0001_6,inactive,340.0,291.0,380.0,347.0,297.0,376.0,345.0,284.0
G0001,G0001_7,inactive,1054.0,961.0,1158.0,1035.0,1120.0,937.0,1076.0,977.0
G0001,G0001_8,inactive,1488.0,1805.0,1697.0,1691.0,1592.0,1445.0,1626.0,1649.0
G0001,G0001_9,inactive,586.0,417.0,601.0,473.0,504.0,397.0,532.0,413.0
G0001,G0001_10,inactive,1021.0,1369.0,1269.0,1252.0,1052.0,1089.0,1169.0,1312.0
G0002,G0002_11,inactive,421.0,414.0,512.0,570.0,400.0,357.0,474.0,518.0
G0002,G0002_12,inactive,554.0,420.0,540.0,559.0,433.0,454.0,533.0,545.0
G0002,G0002_13,inactive,1727.0,1473.0,1646.0,1602.0,1626.0,1619.0,1599.0,1697.0
G0002,G0002_14,inactive,763.0,681.0,866.0,824.0,700.0,750.0,826.0,800.0
G0002,G0002_15,inactive,489.0,485.0,510.0,433.0,509.0,538.0,520.0,382.0
G0002,G0002_16,inactive,662.0,740.0,704.0,603.0,625.0,697.0,624.0,553.0
G0002,G0002_17,inactive,477.0,556.0,663.0,494.0,500.0,494.0,647.0,495.0
G0002,G0002_18,inactive,1817.0,1512.0,1917.0,1630.0,1847.0,1592.0,1930.0,1486.0
G0002,G0002_19,inactive,1631.0,1762.0,1720.0,1614.0,1531.0,1630.0,1475.0,1702.0
G0002,G0002_20,inactive,750.0,628.0,1002.0,810.0,743.0,697.0,680.0,695.0
G0003,G0003_21,inactive,714.0,702.0,738.0,509.0,606.0,638.0,683.0,514.0
G0003,G0003_22,inactive,467.0,447.0,428.0,371.0,519.0,398.0,435.0,350.0
G0003,G0003_23,inactive,672.0,676.0,654.0,794.0,515.0,748.0,702.0,752.0
G0003,G0003_24,inactive,540.0,479.0,576.0,476.0,677.0,496.0,549.0,554.0
G0003,G0003_25,inactive,907.0,737.0,923.0,778.0,899.0,803.0,757.0,713.0
G0003,G0003_26,inactive,447.0,323.0,339.0,367.0,395.0,342.0,362.0,423.0
G0003,G0003_27,inactive,461.0,456.0,433.0,410.0,469.0,360.0,379.0,450.0
G0003,G0003_28,inactive,537.0,622.0,680.0,604.0,632.0,476.0,661.0,654.0
G0003,G0003_29,inactive,4463.0,4491.0,4466.0,4680.0,4094.0,4156.0,4216.0,4502.0
G0003,G0003_30,inactive,444.0,366.0,377.0,348.0,324.0,446.0,282.0,336.0
G0004,G0004_31,negcontrol,1407.0,1369.0,1642.0,1611.0,1304.0,1336.0,1471.0,1489.0
G0004,G0004_32,negcontrol,197.0,303.0,319.0,220.0,186.0,276.0,329.0,290.0
G0004,G0004_33,negcontrol,404.0,339.0,367.0,412.0,265.0,325.0,313.0,345.0
G0004,G0004_34,negcontrol,604.0,490.0,578.0,474.0,449.0,458.0,490.0,480.0
G0004,G0004_35,negcontrol,2597.0,1918.0,2565.0,1905.0,2023.0,1955.0,2076.0,2105.0
G0004,G0004_36,negcontrol,794.0,798.0,887.0,723.0,722.0,783.0,794.0,693.0
G0004,G0004_37,negcontrol,3550.0,3481.0,3396.0,3813.0,3258.0,3398.0,3182.0,3676.0
G0004,G0004_38,negcontrol,604.0,621.0,572.0,700.0,562.0,510.0,562.0,607.0
G0004,G0004_39,negcontrol,946.0,1092.0,1121.0,1153.0,1098.0,1160.0,1080.0,1283.0
G0004,G0004_40,negcontrol,2802.0,2909.0,2978.0,2850.0,2747.0,2621.0,2649.0,2837.0
G0005,G0005_41,inactive,204.0,173.0,138.0,192.0,211.0,202.0,107.0,153.0
G0005,G0005_42,inactive,1117.0,1281.0,1138.0,1165.0,1194.0,1296.0,919.0,1114.0
