gene,barcodeid,class,L1,H1,L2,H2,L3,H3,L4,H4
G0001,G0001_1,inactive,43.0,40.0,43.0,40.0,43.0,40.0,43.0,40.0
G0001,G0001_2,inactive,445.0,401.0,445.0,401.0,445.0,401.0,445.0,401.0
G0001,G0001_3,inactive,97.0,81.0,97.0,81.0,97.0,81.0,97.0,81.0
G0001,G0001_4,inactive,175.0,133.0,175.0,133.0,175.0,133.0,175.0,133.0
G0001,G0001_5,inactive,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
G0001,G0001_6,inactive,132.0,100.0,132.0,100.0,132.0,100.0,132.0,100.0
G0001,G0001_7,inactive,154.0,108.0,154.0,108.0,154.0,108.0,154.0,108.0
G0001,G0001_8,inactive,81.0,74.0,81.0,74.0,81.0,74.0,81.0,74.0
G0001,G0001_9,inactive,229.0,188.0,229.0,188.0,229.0,188.0,229.0,188.0
G0001,G0001_10,inactive,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
G0002,G0002_11,inactive,85.0,84.0,85.0,84.0,85.0,84.0,85.0,84.0
G0002,G0002_12,inactive,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
G0002,G0002_13,inactive,95.0,68.0,95.0,68.0,95.0,68.0,95.0,68.0
G0002,G0002_14,inactive,166.0,147.0,166.0,147.0,166.0,147.0,166.0,147.0
G0002,G0002_15,inactive,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
G0002,G0002_16,inactive,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
G0002,G0002_17,inactive,318.0,291.0,318.0,291.0,318.0,291.0,318.0,291.0
G0002,G0002_18,inactive,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
G0002,G0002_19,inactive,90.0,68.0,90.0,68.0,90.0,68.0,90.0,68.0
G0002,G0002_20,inactive,74.0,71.0,74.0,71.0,74.0,71.0,74.0,71.0
G0003,G0003_21,increasing,0.0,202.0,0.0,202.0,0.0,202.0,0.0,202.0
G0003,G0003_22,increasing,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
G0003,G0003_23,increasing,5.0,306.0,5.0,306.0,5.0,306.0,5.0,306.0
G0003,G0003_24,increasing,0.0,163.0,0.0,163.0,0.0,163.0,0.0,163.0
G0003,G0003_25,increasing,2.0,629.0,2.0,629.0,2.0,629.0,2.0,629.0
G0003,G0003_26,increasing,1.0,312.0,1.0,312.0,1.0,312.0,1.0,312.0
G0003,G0003_27,increasing,35.0,44.0,35.0,44.0,35.0,44.0,35.0,44.0
G0003,G0003_28,increasing,111.0,722.0,111.0,722.0,111.0,722.0,111.0,722.0
G0003,G0003_29,increasing,2.0,248.0,2.0,248.0,2.0,248.0,2.0,248.0
G0003,G0003_30,increasing,0.0,158.0,0.0,158.0,0.0,158.0,0.0,158.0
G0004,G0004_31,inactive,78.0,103.0,78.0,103.0,78.0,103.0,78.0,103.0
G0004,G0004_32,inactive,40.0,47.0,40.0,47.0,40.0,47.0,40.0,47.0
G0004,G0004_33,inactive,49.0,41.0,49.0,41.0,49.0,41.0,49.0,41.0
G0004,G0004_34,inactive,161.0,142.0,161.0,142.0,161.0,142.0,161.0,142.0
G0004,G0004_35,inactive,50.0,39.0,50.0,39.0,50.0,39.0,50.0,39.0
G0004,G0004_36,inactive,49.0,27.0,49.0,27.0,49.0,27.0,49.0,27.0
G0004,G0004_37,inactive,136.0,112.0,136.0,112.0,136.0,112.0,136.0,112.0
G0004,G0004_38,inactive,42.0,35.0,42.0,35.0,42.0,35.0,42.0,35.0
G0004,G0004_39,inactive,94.0,81.0,94.0,81.0,94.0,81.0,94.0,81.0
G0004,G0004_40,inactive,110.0,83.0,110.0,83.0,110.0,83.0,110.0,83.0
G0005,G0005_41,inactive,82.0,74.0,82.0,74.0,82.0,74.0,82.0,74.0
G0005,G0005_42,inactive,50.0,36.0,50.0,36.0,50.0,36.0,50.0,36.0
G0005,G0005_43,inactive,57.0,35.0,57.0,35.0,57.0,35.0,57.0,35.0
G0005,G0005_44,inactive,97.0,78.0,97.0,78.0,97.0,78.0,97.0,78.0
G0005,G0005_45,inactive,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
G0005,G0005_46,inactive,89.0,79.0,89.0,79.0,89.0,79.0,89.0,79.0
G0005,G0005_47,inactive,53.0,42.0,53.0,42.0,53.0,42.0,53.0,42.0
G0005,G0005_48,inactive,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
G0005,G0005_49,inactive,119.0,113.0,119.0,113.0,119.0,113.0,119.0,113.0
G0005,G0005_50,inactive,87.0,64.0,87.0,64.0,87.0,64.0,87.0,64.0
G0006,G0006_51,inactive,176.0,129.0,176.0,129.0,176.0,129.0,176.0,129.0
G0006,G0006_52,inactive,138.0,93.0,138.0,93.0,138.0,93.0,138.0,93.0
G0006,G0006_53,inactive,38.0,25.0,38.0,25.0,38.0,25.0,38.0,25.0
G0006,G0006_54,inactive,33.0,35.0,33.0,35.0,33.0,35.0,33.0,35.0
G0006,G0006_55,inactive,191.0,184.0,191.0,184.0,191.0,184.0,191.0,184.0
G0006,G0006_56,inactive,35.0,33.0,35.0,33.0,35.0,33.0,35.0,33.0
G0006,G0006_57,inactive,126.0,131.0,126.0,131.0,126.0,131.0,126.0,131.0
G0006,G0006_58,inactive,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
G0006,G0006_59,inactive,121.0,124.0,121.0,124.0,121.0,124.0,121.0,124.0
G0006,G0006_60,inactive,101.0,75.0,101.0,75.0,101.0,75.0,101.0,75.0
G0007,G0007_61,inactive,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
G0007,G0007_62,inactive,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
G0007,G0007_63,inactive,41.0,43.0,41.0,43.0,41.0,43.0,41.0,43.0
G0007,G0007_64,inactive,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
G0007,G0007_65,inactive,115.0,130.0,115.0,130.0,115.0,130.0,115.0,130.0
G0007,G0007_66,inactive,89.0,69.0,89.0,69.0,89.0,69.0,89.0,69.0
G0007,G0007_67,inactive,44.0,36.0,44.0,36.0,44.0,36.0,44.0,36.0
G0007,G0007_68,inactive,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
G0007,G0007_69,inactive,34.0,33.0,34.0,33.0,34.0,33.0,34.0,33.0
G0007,G0007_70,inactive,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
G0008,G0008_71,inactive,35.0,50.0,35.0,50.0,35.0,50.0,35.0,50.0
G0008,G0008_72,inactive,103.0,83.0,103.0,83.0,103.0,83.0,103.0,83.0
G0008,G0008_73,inactive,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
G0008,G0008_74,inactive,204.0,191.0,204.0,191.0,204.0,191.0,204.0,191.0
G0008,G0008_75,inactive,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
G0008,G0008_76,inactive,397.0,329.0,397.0,329.0,397.0,329.0,397.0,329.0
G0008,G0008_77,inactive,94.0,69.0,94.0,69.0,94.0,69.0,94.0,69.0
G0008,G0008_78,inactive,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
G0008,G0008_79,inactive,38.0,30.0,38.0,30.0,38.0,30.0,38.0,30.0
G0008,G0008_80,inactive,161.0,153.0,161.0,153.0,161.0,153.0,161.0,153.0
G0009,G0009_81,inactive,105.0,72.0,105.0,72.0,105.0,72.0,105.0,72.0
G0009,G0009_82,inactive,37.0,36.0,37.0,36.0,37.0,36.0,37.0,36.0
G0009,G0009_83,inactive,82.0,86.0,82.0,86.0,82.0,86.0,82.0,86.0
G0009,G0009_84,inactive,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
G0009,G0009_85,inactive,43.0,38.0,43.0,38.0,43.0,38.0,43.0,38.0
G0009,G0009_86,inactive,80.0,64.0,80.0,64.0,80.0,64.0,80.0,64.0
G0009,G0009_87,inactive,37.0,49.0,37.0,49.0,37.0,49.0,37.0,49.0
G0009,G0009_88,inactive,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
G0009,G0009_89,inactive,241.0,197.0,241.0,197.0,241.0,197.0,241.0,197.0
G0009,G0009_90,inactive,253.0,222.0,253.0,222.0,253.0,222.0,253.0,222.0
G0010,G0010_91,negcontrol,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
G0010,G0010_92,negcontrol,111.0,82.0,111.0,82.0,111.0,82.0,111.0,82.0
G0010,G0010_93,negcontrol,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
G0010,G0010_94,negcontrol,93.0,63.0,93.0,63.0,93.0,63.0,93.0,63.0
G0010,G0010_95,negcontrol,54.0,34.0,54.0,34.0,54.0,34.0,54.0,34.0
G0010,G0010_96,negcontrol,85.0,69.0,85.0,69.0,85.0,69.0,85.0,69.0
G0010,G0010_97,negcontrol,97.0,82.0,97.0,82.0,97.0,82.0,97.0,82.0
G0010,G0010_98,negcontrol,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
G0010,G0010_99,negcontrol,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
G0010,G0010_100,negcontrol,249.0,177.0,249.0,177.0,249.0,177.0,249.0,177.0
G0011,G0011_101,decreasing,64.0,12.0,64.0,12.0,64.0,12.0,64.0,12.0
G0011,G0011_102,decreasing,159.0,33.0,159.0,33.0,159.0,33.0,159.0,33.0
G0011,G0011_103,decreasing,330.0,31.0,330.0,31.0,330.0,31.0,330.0,31.0
G0011,G0011_104,decreasing,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
G0011,G0011_105,decreasing,1063.0,203.0,1063.0,203.0,1063.0,203.0,1063.0,203.0
G0011,G0011_106,decreasing,105.0,8.0,105.0,8.0,105.0,8.0,105.0,8.0
G0011,G0011_107,decreasing,161.0,32.0,161.0,32.0,161.0,32.0,161.0,32.0
G0011,G0011_108,decreasing,120.0,5.0,120.0,5.0,120.0,5.0,120.0,5.0
G0011,G0011_109,decreasing,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
G0011,G0011_110,decreasing,236.0,11.0,236.0,11.0,236.0,11.0,236.0,11.0
G0012,G0012_111,inactive,68.0,67.0,68.0,67.0,68.0,67.0,68.0,67.0
G0012,G0012_112,inactive,94.0,73.0,94.0,73.0,94.0,73.0,94.0,73.0
G0012,G0012_113,inactive,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
G0012,G0012_114,inactive,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
G0012,G0012_115,inactive,130.0,125.0,130.0,125.0,130.0,125.0,130.0,125.0
G0012,G0012_116,inactive,91.0,82.0,91.0,82.0,91.0,82.0,91.0,82.0
G0012,G0012_117,inactive,74.0,62.0,74.0,62.0,74.0,62.0,74.0,62.0
G0012,G0012_118,inactive,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
G0012,G0012_119,inactive,54.0,44.0,54.0,44.0,54.0,44.0,54.0,44.0
G0012,G0012_120,inactive,37.0,49.0,37.0,49.0,37.0,49.0,37.0,49.0
G0013,G0013_121,inactive,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
G0013,G0013_122,inactive,157.0,157.0,157.0,157.0,157.0,157.0,157.0,157.0
G0013,G0013_123,inactive,136.0,122.0,136.0,122.0,136.0,122.0,136.0,122.0
G0013,G0013_124,inactive,195.0,171.0,195.0,171.0,195.0,171.0,195.0,171.0
G0013,G0013_125,inactive,640.0,579.0,640.0,579.0,640.0,579.0,640.0,579.0
G0013,G0013_126,inactive,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
G0013,G0013_127,inactive,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
G0013,G0013_128,inactive,72.0,89.0,72.0,89.0,72.0,89.0,72.0,89.0
G0013,G0013_129,inactive,80.0,79.0,80.0,79.0,80.0,79.0,80.0,79.0
G0013,G0013_130,inactive,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
G0014,G0014_131,inactive,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
G0014,G0014_132,inactive,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
G0014,G0014_133,inactive,171.0,137.0,171.0,137.0,171.0,137.0,171.0,137.0
G0014,G0014_134,inactive,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
G0014,G0014_135,inactive,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
G0014,G0014_136,inactive,82.0,98.0,82.0,98.0,82.0,98.0,82.0,98.0
G0014,G0014_137,inactive,82.0,89.0,82.0,89.0,82.0,89.0,82.0,89.0
G0014,G0014_138,inactive,75.0,77.0,75.0,77.0,75.0,77.0,75.0,77.0
G0014,G0014_139,inactive,47.0,40.0,47.0,40.0,47.0,40.0,47.0,40.0
G0014,G0014_140,inactive,79.0,91.0,79.0,91.0,79.0,91.0,79.0,91.0
