gene,sgRNA,class,L1,L2,L3,L4,H1,H2,H3,H4
G0001,G0001_1,inactive,61.0,87.0,128.0,56.0,83.0,62.0,110.0,46.0
G0001,G0001_2,inactive,70.0,39.0,107.0,43.0,87.0,38.0,82.0,44.0
G0001,G0001_3,inactive,202.0,280.0,332.0,294.0,306.0,330.0,264.0,291.0
G0001,G0001_4,inactive,16.0,10.0,26.0,49.0,13.0,11.0,19.0,36.0
G0001,G0001_5,inactive,141.0,187.0,120.0,169.0,156.0,191.0,99.0,183.0
G0001,G0001_6,inactive,168.0,204.0,245.0,148.0,200.0,207.0,174.0,135.0
G0001,G0001_7,inactive,180.0,250.0,189.0,165.0,214.0,298.0,169.0,149.0
G0001,G0001_8,inactive,248.0,254.0,292.0,229.0,282.0,307.0,263.0,224.0
G0001,G0001_9,inactive,9.0,45.0,12.0,36.0,11.0,31.0,3.0,37.0
G0001,G0001_10,inactive,160.0,215.0,116.0,154.0,179.0,201.0,89.0,119.0
G0002,G0002_11,inactive,142.0,153.0,211.0,162.0,187.0,160.0,195.0,156.0
G0002,G0002_12,inactive,88.0,49.0,59.0,68.0,75.0,44.0,61.0,78.0
G0002,G0002_13,inactive,111.0,146.0,243.0,183.0,142.0,140.0,263.0,127.0
G0002,G0002_14,inactive,65.0,107.0,138.0,64.0,58.0,98.0,106.0,65.0
G0002,G0002_15,inactive,75.0,113.0,66.0,102.0,95.0,118.0,75.0,113.0
G0002,G0002_16,inactive,93.0,118.0,133.0,124.0,76.0,99.0,138.0,119.0
G0002,G0002_17,inactive,84.0,71.0,94.0,154.0,111.0,91.0,61.0,109.0
G0002,G0002_18,inactive,255.0,170.0,282.0,207.0,294.0,167.0,225.0,194.0
G0002,G0002_19,inactive,252.0,204.0,340.0,141.0,261.0,203.0,274.0,129.0
G0002,G0002_20,inactive,46.0,82.0,26.0,95.0,63.0,66.0,20.0,108.0
G0003,G0003_21,inactive,70.0,66.0,64.0,77.0,96.0,61.0,54.0,61.0
G0003,G0003_22,inactive,177.0,154.0,307.0,213.0,215.0,141.0,245.0,202.0
G0003,G0003_23,inactive,54.0,51.0,55.0,48.0,68.0,71.0,58.0,44.0
G0003,G0003_24,inactive,18.0,4.0,26.0,30.0,22.0,8.0,19.0,28.0
G0003,G0003_25,inactive,58.0,70.0,64.0,72.0,86.0,57.0,49.0,63.0
G0003,G0003_26,inactive,29.0,10.0,55.0,11.0,30.0,4.0,46.0,8.0
G0003,G0003_27,inactive,71.0,70.0,103.0,78.0,82.0,72.0,81.0,79.0
G0003,G0003_28,inactive,84.0,55.0,93.0,37.0,82.0,38.0,66.0,33.0
G0003,G0003_29,inactive,91.0,83.0,83.0,73.0,98.0,68.0,76.0,88.0
G0003,G0003_30,inactive,9.0,42.0,52.0,33.0,16.0,56.0,44.0,27.0
G0004,G0004_31,inactive,77.0,67.0,102.0,108.0,88.0,67.0,61.0,92.0
G0004,G0004_32,inactive,19.0,45.0,33.0,15.0,38.0,29.0,23.0,9.0
G0004,G0004_33,inactive,122.0,165.0,102.0,203.0,129.0,137.0,75.0,145.0
G0004,G0004_34,inactive,102.0,78.0,82.0,109.0,145.0,104.0,80.0,89.0
G0004,G0004_35,inactive,61.0,77.0,85.0,65.0,88.0,80.0,84.0,66.0
G0004,G0004_36,inactive,68.0,65.0,32.0,39.0,68.0,69.0,28.0,27.0
G0004,G0004_37,inactive,13.0,37.0,71.0,47.0,33.0,45.0,65.0,40.0
G0004,G0004_38,inactive,59.0,109.0,111.0,156.0,100.0,84.0,105.0,126.0
G0004,G0004_39,inactive,46.0,46.0,62.0,34.0,32.0,53.0,55.0,23.0
G0004,G0004_40,inactive,89.0,105.0,77.0,88.0,98.0,105.0,87.0,65.0
G0005,G0005_41,inactive,148.0,146.0,100.0,115.0,207.0,121.0,72.0,80.0
G0005,G0005_42,inactive,150.0,130.0,284.0,147.0,141.0,116.0,233.0,147.0
G0005,G0005_43,inactive,82.0,34.0,79.0,120.0,74.0,30.0,61.0,105.0
G0005,G0005_44,inactive,23.0,62.0,51.0,82.0,38.0,69.0,49.0,46.0
G0005,G0005_45,inactive,219.0,227.0,310.0,232.0,273.0,258.0,269.0,216.0
G0005,G0005_46,inactive,212.0,112.0,117.0,174.0,196.0,142.0,95.0,161.0
G0005,G0005_47,inactive,36.0,39.0,46.0,49.0,56.0,47.0,25.0,46.0
G0005,G0005_48,inactive,14.0,6.0,26.0,32.0,24.0,8.0,10.0,28.0
G0005,G0005_49,inactive,121.0,83.0,49.0,89.0,133.0,92.0,65.0,80.0
G0005,G0005_50,inactive,53.0,57.0,79.0,104.0,67.0,56.0,84.0,79.0
