"","gene","sgRNA","class","L1","L2","L3","L4","H1","H2","H3","H4"
"1","G0001","G0001_01","inactive",198,234,196,199,168,152,180,218
"2","G0001","G0001_02","inactive",19,34,14,29,41,17,25,13
"3","G0001","G0001_03","inactive",94,68,75,87,70,61,75,132
"4","G0001","G0001_04","inactive",85,64,131,96,84,49,112,144
"5","G0001","G0001_05","inactive",103,146,138,135,111,115,149,123
"6","G0001","G0001_06","inactive",143,146,133,74,146,87,103,87
"7","G0001","G0001_07","inactive",101,57,165,55,85,35,103,94
"8","G0001","G0001_08","inactive",198,145,248,261,198,174,214,300
"9","G0001","G0001_09","inactive",213,209,344,222,240,182,310,271
"10","G0001","G0001_10","inactive",101,98,225,107,99,99,187,166
"11","G0002","G0002_01","negcontrol",117,163,178,149,130,111,160,194
"12","G0002","G0002_02","negcontrol",24,22,67,75,37,12,47,131
"13","G0002","G0002_03","negcontrol",93,108,132,130,111,91,104,171
"14","G0002","G0002_04","negcontrol",125,135,225,88,136,135,228,136
"15","G0002","G0002_05","negcontrol",38,19,22,27,46,27,24,41
"16","G0002","G0002_06","negcontrol",60,66,75,63,64,34,81,84
"17","G0002","G0002_07","negcontrol",170,190,260,165,192,171,281,129
"18","G0002","G0002_08","negcontrol",35,34,54,67,36,25,61,61
"19","G0002","G0002_09","negcontrol",59,63,129,38,74,62,101,31
"20","G0002","G0002_10","negcontrol",195,231,270,221,199,180,221,257
"21","G0003","G0003_01","inactive",178,146,193,175,218,142,228,249
"22","G0003","G0003_02","inactive",81,146,135,145,102,117,109,144
"23","G0003","G0003_03","inactive",18,8,19,9,9,8,28,10
"24","G0003","G0003_04","inactive",108,117,127,103,107,87,168,140
"25","G0003","G0003_05","inactive",103,67,49,74,111,42,49,74
"26","G0003","G0003_06","inactive",42,53,72,26,35,40,44,37
"27","G0003","G0003_07","inactive",22,18,43,32,47,26,40,30
"28","G0003","G0003_08","inactive",79,122,69,75,71,84,74,61
"29","G0003","G0003_09","inactive",11,43,10,30,11,33,12,15
"30","G0003","G0003_10","inactive",52,85,82,45,90,67,110,71
"31","G0004","G0004_01","inactive",77,86,119,53,42,69,102,94
"32","G0004","G0004_02","inactive",52,100,75,70,66,92,88,82
"33","G0004","G0004_03","inactive",60,112,135,111,85,85,107,172
