gene,sgRNA,class,L1,L2,L3,L4,H1,H2,H3,H4
G0001,G0001_1,inactive,54.0,87.0,92.0,70.0,72.0,83.0,69.0,65.0
G0001,G0001_2,inactive,84.0,138.0,107.0,100.0,70.0,127.0,69.0,106.0
G0001,G0001_3,inactive,52.0,91.0,63.0,54.0,55.0,72.0,44.0,73.0
G0001,G0001_4,inactive,12.0,22.0,22.0,28.0,11.0,9.0,20.0,25.0
G0001,G0001_5,inactive,160.0,246.0,193.0,188.0,166.0,237.0,139.0,196.0
G0001,G0001_6,inactive,30.0,51.0,43.0,54.0,35.0,59.0,48.0,40.0
G0001,G0001_7,inactive,65.0,124.0,86.0,71.0,106.0,92.0,70.0,97.0
G0001,G0001_8,inactive,21.0,47.0,44.0,26.0,30.0,40.0,27.0,27.0
G0001,G0001_9,inactive,22.0,34.0,17.0,21.0,27.0,20.0,25.0,42.0
G0001,G0001_10,inactive,15.0,22.0,11.0,11.0,11.0,18.0,18.0,14.0
G0002,G0002_11,inactive,61.0,103.0,83.0,67.0,51.0,79.0,65.0,51.0
G0002,G0002_12,inactive,50.0,70.0,64.0,69.0,64.0,57.0,53.0,66.0
G0002,G0002_13,inactive,127.0,181.0,137.0,141.0,100.0,117.0,91.0,113.0
G0002,G0002_14,inactive,41.0,80.0,51.0,65.0,42.0,49.0,50.0,63.0
G0002,G0002_15,inactive,42.0,63.0,40.0,50.0,62.0,41.0,30.0,46.0
G0002,G0002_16,inactive,177.0,295.0,235.0,222.0,216.0,220.0,184.0,226.0
G0002,G0002_17,inactive,38.0,79.0,60.0,63.0,45.0,53.0,36.0,60.0
G0002,G0002_18,inactive,92.0,164.0,149.0,105.0,106.0,134.0,85.0,92.0
G0002,G0002_19,inactive,73.0,109.0,96.0,85.0,92.0,82.0,64.0,83.0
G0002,G0002_20,inactive,105.0,160.0,135.0,153.0,112.0,138.0,105.0,148.0
G0003,G0003_21,increasing,58.0,100.0,68.0,100.0,232.0,142.0,177.0,210.0
G0003,G0003_22,increasing,114.0,192.0,147.0,141.0,305.0,335.0,243.0,288.0
G0003,G0003_23,increasing,19.0,40.0,26.0,21.0,67.0,57.0,52.0,27.0
G0003,G0003_24,increasing,80.0,179.0,115.0,139.0,245.0,305.0,247.0,292.0
G0003,G0003_25,increasing,140.0,195.0,144.0,131.0,273.0,334.0,256.0,289.0
G0003,G0003_26,increasing,24.0,35.0,27.0,34.0,79.0,80.0,53.0,59.0
G0003,G0003_27,increasing,29.0,30.0,25.0,24.0,32.0,37.0,17.0,28.0
G0003,G0003_28,increasing,88.0,183.0,147.0,148.0,264.0,335.0,247.0,304.0
G0003,G0003_29,increasing,179.0,311.0,250.0,214.0,465.0,565.0,437.0,524.0
G0003,G0003_30,increasing,38.0,84.0,59.0,48.0,88.0,133.0,139.0,161.0
G0004,G0004_31,inactive,25.0,40.0,31.0,25.0,35.0,43.0,15.0,28.0
G0004,G0004_32,inactive,70.0,132.0,86.0,113.0,69.0,92.0,77.0,107.0
G0004,G0004_33,inactive,57.0,83.0,85.0,81.0,67.0,76.0,65.0,74.0
G0004,G0004_34,inactive,132.0,191.0,138.0,142.0,119.0,154.0,120.0,120.0
G0004,G0004_35,inactive,12.0,36.0,39.0,32.0,32.0,48.0,26.0,40.0
G0004,G0004_36,inactive,42.0,99.0,74.0,75.0,63.0,69.0,59.0,82.0
G0004,G0004_37,inactive,99.0,184.0,127.0,120.0,108.0,139.0,109.0,110.0
G0004,G0004_38,inactive,61.0,118.0,59.0,78.0,64.0,80.0,54.0,58.0
G0004,G0004_39,inactive,154.0,262.0,182.0,195.0,182.0,205.0,172.0,167.0
G0004,G0004_40,inactive,141.0,253.0,149.0,192.0,164.0,212.0,128.0,197.0
G0005,G0005_41,inactive,109.0,210.0,152.0,143.0,121.0,141.0,106.0,139.0
G0005,G0005_42,inactive,72.0,125.0,95.0,83.0,91.0,121.0,79.0,81.0
G0005,G0005_43,inactive,30.0,66.0,40.0,46.0,35.0,60.0,26.0,38.0
G0005,G0005_44,inactive,21.0,56.0,37.0,34.0,24.0,28.0,20.0,36.0
G0005,G0005_45,inactive,61.0,134.0,113.0,102.0,70.0,115.0,70.0,116.0
G0005,G0005_46,inactive,22.0,32.0,27.0,25.0,26.0,22.0,17.0,29.0
G0005,G0005_47,inactive,33.0,52.0,40.0,33.0,39.0,43.0,44.0,34.0
G0005,G0005_48,inactive,157.0,221.0,179.0,200.0,193.0,195.0,167.0,221.0
G0005,G0005_49,inactive,43.0,102.0,79.0,55.0,65.0,55.0,31.0,72.0
G0005,G0005_50,inactive,129.0,224.0,187.0,164.0,134.0,146.0,134.0,124.0
G0006,G0006_51,inactive,54.0,71.0,56.0,53.0,38.0,45.0,54.0,47.0
G0006,G0006_52,inactive,24.0,31.0,26.0,21.0,27.0,14.0,16.0,25.0
G0006,G0006_53,inactive,82.0,122.0,105.0,94.0,65.0,85.0,73.0,86.0
G0006,G0006_54,inactive,44.0,88.0,65.0,76.0,51.0,78.0,65.0,65.0
G0006,G0006_55,inactive,38.0,51.0,53.0,42.0,45.0,40.0,41.0,56.0
G0006,G0006_56,inactive,45.0,114.0,80.0,81.0,59.0,89.0,68.0,60.0
G0006,G0006_57,inactive,56.0,71.0,73.0,75.0,74.0,45.0,46.0,71.0
G0006,G0006_58,inactive,33.0,73.0,66.0,40.0,40.0,58.0,24.0,43.0
G0006,G0006_59,inactive,47.0,89.0,52.0,59.0,58.0,53.0,48.0,43.0
G0006,G0006_60,inactive,63.0,81.0,78.0,64.0,58.0,66.0,62.0,49.0
G0007,G0007_61,inactive,53.0,102.0,64.0,80.0,53.0,82.0,75.0,67.0
G0007,G0007_62,inactive,144.0,247.0,154.0,187.0,135.0,200.0,121.0,174.0
G0007,G0007_63,inactive,14.0,26.0,27.0,31.0,17.0,26.0,20.0,32.0
G0007,G0007_64,inactive,276.0,448.0,354.0,347.0,283.0,312.0,250.0,333.0
G0007,G0007_65,inactive,56.0,89.0,62.0,70.0,60.0,65.0,67.0,88.0
G0007,G0007_66,inactive,52.0,138.0,88.0,65.0,45.0,88.0,65.0,85.0
G0007,G0007_67,inactive,12.0,20.0,23.0,21.0,9.0,27.0,24.0,26.0
G0007,G0007_68,inactive,246.0,398.0,307.0,337.0,268.0,313.0,241.0,289.0
G0007,G0007_69,inactive,39.0,43.0,45.0,60.0,36.0,37.0,39.0,45.0
G0007,G0007_70,inactive,54.0,107.0,75.0,68.0,66.0,75.0,46.0,70.0
G0008,G0008_71,inactive,111.0,184.0,158.0,129.0,121.0,160.0,128.0,131.0
G0008,G0008_72,inactive,14.0,29.0,19.0,36.0,21.0,20.0,18.0,21.0
G0008,G0008_73,inactive,29.0,39.0,58.0,44.0,38.0,38.0,44.0,30.0
G0008,G0008_74,inactive,78.0,107.0,69.0,65.0,66.0,67.0,59.0,63.0
G0008,G0008_75,inactive,33.0,62.0,48.0,37.0,32.0,64.0,46.0,54.0
G0008,G0008_76,inactive,34.0,58.0,49.0,62.0,40.0,37.0,29.0,52.0
G0008,G0008_77,inactive,117.0,160.0,125.0,126.0,125.0,118.0,72.0,102.0
G0008,G0008_78,inactive,103.0,192.0,168.0,125.0,110.0,143.0,125.0,176.0
G0008,G0008_79,inactive,39.0,59.0,37.0,49.0,48.0,48.0,32.0,29.0
G0008,G0008_80,inactive,49.0,77.0,66.0,69.0,61.0,55.0,32.0,62.0
G0009,G0009_81,inactive,45.0,44.0,35.0,39.0,42.0,52.0,29.0,23.0
G0009,G0009_82,inactive,46.0,77.0,49.0,59.0,40.0,66.0,43.0,53.0
G0009,G0009_83,inactive,41.0,60.0,54.0,50.0,36.0,36.0,43.0,46.0
G0009,G0009_84,inactive,62.0,111.0,79.0,71.0,88.0,88.0,70.0,54.0
G0009,G0009_85,inactive,55.0,104.0,102.0,93.0,65.0,84.0,83.0,83.0
G0009,G0009_86,inactive,52.0,71.0,70.0,76.0,61.0,56.0,42.0,54.0
G0009,G0009_87,inactive,14.0,34.0,26.0,23.0,33.0,27.0,29.0,36.0
G0009,G0009_88,inactive,172.0,283.0,215.0,213.0,171.0,218.0,157.0,197.0
G0009,G0009_89,inactive,47.0,86.0,63.0,80.0,66.0,39.0,70.0,83.0
G0009,G0009_90,inactive,153.0,285.0,227.0,225.0,153.0,179.0,148.0,188.0
G0010,G0010_91,negcontrol,76.0,121.0,82.0,85.0,64.0,76.0,74.0,74.0
G0010,G0010_92,negcontrol,32.0,94.0,45.0,38.0,40.0,54.0,29.0,36.0
G0010,G0010_93,negcontrol,200.0,401.0,297.0,306.0,184.0,312.0,216.0,307.0
G0010,G0010_94,negcontrol,106.0,144.0,154.0,113.0,103.0,113.0,101.0,109.0
G0010,G0010_95,negcontrol,40.0,56.0,40.0,60.0,45.0,48.0,27.0,48.0
G0010,G0010_96,negcontrol,43.0,69.0,73.0,77.0,56.0,60.0,52.0,66.0
G0010,G0010_97,negcontrol,72.0,136.0,107.0,103.0,75.0,128.0,85.0,73.0
G0010,G0010_98,negcontrol,145.0,241.0,174.0,192.0,126.0,180.0,154.0,194.0
G0010,G0010_99,negcontrol,41.0,80.0,72.0,75.0,63.0,74.0,62.0,82.0
G0010,G0010_100,negcontrol,115.0,184.0,129.0,146.0,136.0,133.0,84.0,126.0
G0011,G0011_101,decreasing,26.0,33.0,32.0,31.0,9.0,12.0,14.0,5.0
G0011,G0011_102,decreasing,28.0,59.0,33.0,38.0,7.0,17.0,14.0,18.0
G0011,G0011_103,decreasing,112.0,219.0,190.0,171.0,83.0,92.0,68.0,54.0
G0011,G0011_104,decreasing,46.0,86.0,61.0,69.0,27.0,26.0,11.0,30.0
G0011,G0011_105,decreasing,54.0,102.0,48.0,55.0,28.0,25.0,24.0,30.0
G0011,G0011_106,decreasing,38.0,49.0,21.0,34.0,16.0,9.0,14.0,18.0
G0011,G0011_107,decreasing,93.0,119.0,101.0,111.0,50.0,45.0,43.0,68.0
G0011,G0011_108,decreasing,9.0,17.0,25.0,16.0,5.0,9.0,10.0,3.0
G0011,G0011_109,decreasing,21.0,30.0,27.0,28.0,7.0,9.0,5.0,8.0
G0011,G0011_110,decreasing,34.0,49.0,39.0,35.0,10.0,23.0,21.0,12.0
G0012,G0012_111,inactive,59.0,87.0,93.0,89.0,83.0,72.0,71.0,73.0
G0012,G0012_112,inactive,73.0,120.0,115.0,74.0,70.0,101.0,80.0,94.0
G0012,G0012_113,inactive,460.0,728.0,563.0,567.0,494.0,584.0,412.0,574.0
G0012,G0012_114,inactive,33.0,44.0,34.0,30.0,39.0,33.0,24.0,24.0
G0012,G0012_115,inactive,19.0,24.0,18.0,37.0,13.0,14.0,21.0,20.0
G0012,G0012_116,inactive,80.0,107.0,102.0,74.0,81.0,92.0,81.0,88.0
G0012,G0012_117,inactive,65.0,106.0,84.0,93.0,69.0,87.0,70.0,94.0
G0012,G0012_118,inactive,15.0,49.0,21.0,27.0,29.0,30.0,21.0,29.0
G0012,G0012_119,inactive,9.0,19.0,21.0,10.0,25.0,10.0,21.0,16.0
G0012,G0012_120,inactive,77.0,122.0,87.0,88.0,63.0,101.0,70.0,89.0
G0013,G0013_121,inactive,101.0,170.0,129.0,131.0,122.0,144.0,89.0,100.0
G0013,G0013_122,inactive,43.0,61.0,47.0,61.0,38.0,40.0,38.0,39.0
G0013,G0013_123,inactive,62.0,81.0,77.0,49.0,45.0,82.0,42.0,52.0
G0013,G0013_124,inactive,78.0,126.0,111.0,114.0,89.0,105.0,98.0,93.0
G0013,G0013_125,inactive,67.0,98.0,95.0,90.0,74.0,80.0,70.0,90.0
G0013,G0013_126,inactive,49.0,57.0,64.0,46.0,45.0,36.0,57.0,52.0
G0013,G0013_127,inactive,42.0,58.0,50.0,55.0,57.0,40.0,44.0,45.0
G0013,G0013_128,inactive,49.0,68.0,62.0,61.0,51.0,63.0,67.0,56.0
G0013,G0013_129,inactive,23.0,54.0,40.0,31.0,19.0,24.0,20.0,30.0
G0013,G0013_130,inactive,84.0,113.0,81.0,88.0,77.0,102.0,57.0,69.0
G0014,G0014_131,inactive,38.0,57.0,53.0,36.0,44.0,47.0,28.0,31.0
G0014,G0014_132,inactive,90.0,156.0,140.0,120.0,88.0,129.0,108.0,149.0
G0014,G0014_133,inactive,66.0,95.0,69.0,88.0,57.0,75.0,66.0,68.0
G0014,G0014_134,inactive,34.0,72.0,64.0,65.0,52.0,48.0,35.0,29.0
G0014,G0014_135,inactive,31.0,58.0,51.0,59.0,40.0,38.0,31.0,61.0
G0014,G0014_136,inactive,128.0,174.0,156.0,145.0,119.0,130.0,106.0,134.0
G0014,G0014_137,inactive,10.0,30.0,20.0,20.0,7.0,19.0,21.0,30.0
G0014,G0014_138,inactive,85.0,126.0,121.0,119.0,87.0,70.0,86.0,87.0
G0014,G0014_139,inactive,48.0,48.0,57.0,53.0,48.0,50.0,47.0,57.0
G0014,G0014_140,inactive,86.0,114.0,99.0,111.0,87.0,85.0,59.0,83.0
G0015,G0015_141,inactive,15.0,26.0,17.0,43.0,16.0,12.0,18.0,32.0
G0015,G0015_142,inactive,35.0,31.0,23.0,21.0,22.0,21.0,18.0,21.0
G0015,G0015_143,inactive,42.0,97.0,57.0,49.0,43.0,72.0,49.0,45.0
G0015,G0015_144,inactive,27.0,66.0,55.0,52.0,29.0,63.0,29.0,32.0
G0015,G0015_145,inactive,23.0,40.0,36.0,35.0,29.0,47.0,36.0,34.0
G0015,G0015_146,inactive,164.0,220.0,183.0,192.0,173.0,176.0,142.0,159.0
G0015,G0015_147,inactive,66.0,97.0,80.0,72.0,68.0,80.0,56.0,89.0
G0015,G0015_148,inactive,44.0,71.0,61.0,45.0,39.0,53.0,47.0,41.0
G0015,G0015_149,inactive,30.0,33.0,32.0,25.0,25.0,26.0,25.0,24.0
G0015,G0015_150,inactive,43.0,80.0,75.0,90.0,77.0,58.0,34.0,73.0
G0016,G0016_151,inactive,38.0,81.0,46.0,89.0,55.0,59.0,40.0,88.0
G0016,G0016_152,inactive,103.0,172.0,108.0,122.0,114.0,127.0,100.0,125.0
G0016,G0016_153,inactive,65.0,119.0,97.0,85.0,76.0,73.0,62.0,79.0
G0016,G0016_154,inactive,95.0,142.0,120.0,114.0,111.0,99.0,71.0,89.0
G0016,G0016_155,inactive,12.0,39.0,19.0,29.0,8.0,20.0,8.0,22.0
G0016,G0016_156,inactive,59.0,102.0,74.0,92.0,78.0,76.0,67.0,78.0
G0016,G0016_157,inactive,14.0,27.0,19.0,21.0,12.0,23.0,21.0,20.0
G0016,G0016_158,inactive,92.0,153.0,111.0,119.0,92.0,114.0,86.0,116.0
G0016,G0016_159,inactive,76.0,116.0,113.0,95.0,82.0,99.0,71.0,111.0
G0016,G0016_160,inactive,39.0,52.0,42.0,51.0,48.0,40.0,55.0,47.0
G0017,G0017_161,inactive,89.0,117.0,146.0,124.0,121.0,82.0,74.0,123.0
G0017,G0017_162,inactive,108.0,170.0,110.0,148.0,111.0,123.0,102.0,140.0
G0017,G0017_163,inactive,94.0,122.0,89.0,104.0,118.0,116.0,62.0,90.0
G0017,G0017_164,inactive,70.0,114.0,78.0,106.0,89.0,92.0,61.0,87.0
G0017,G0017_165,inactive,42.0,105.0,73.0,76.0,57.0,82.0,42.0,63.0
G0017,G0017_166,inactive,40.0,72.0,44.0,36.0,47.0,48.0,34.0,38.0
G0017,G0017_167,inactive,68.0,127.0,107.0,107.0,96.0,96.0,69.0,100.0
G0017,G0017_168,inactive,49.0,79.0,42.0,55.0,45.0,45.0,53.0,42.0
G0017,G0017_169,inactive,98.0,179.0,149.0,143.0,128.0,136.0,112.0,114.0
G0017,G0017_170,inactive,25.0,63.0,33.0,48.0,38.0,30.0,31.0,46.0
G0018,G0018_171,inactive,35.0,69.0,57.0,45.0,36.0,51.0,40.0,35.0
G0018,G0018_172,inactive,139.0,207.0,193.0,184.0,142.0,168.0,141.0,136.0
G0018,G0018_173,inactive,74.0,110.0,93.0,97.0,79.0,74.0,61.0,85.0
G0018,G0018_174,inactive,83.0,169.0,146.0,141.0,123.0,104.0,113.0,129.0
G0018,G0018_175,inactive,14.0,62.0,35.0,56.0,31.0,32.0,39.0,41.0
G0018,G0018_176,inactive,139.0,198.0,156.0,161.0,133.0,152.0,126.0,170.0
G0018,G0018_177,inactive,38.0,58.0,45.0,48.0,31.0,36.0,40.0,40.0
G0018,G0018_178,inactive,72.0,179.0,124.0,102.0,101.0,131.0,73.0,91.0
G0018,G0018_179,inactive,24.0,48.0,33.0,30.0,38.0,26.0,26.0,47.0
G0018,G0018_180,inactive,7.0,8.0,7.0,14.0,6.0,4.0,5.0,12.0
G0019,G0019_181,inactive,73.0,123.0,84.0,82.0,74.0,105.0,66.0,72.0
G0019,G0019_182,inactive,41.0,49.0,62.0,57.0,37.0,41.0,42.0,57.0
G0019,G0019_183,inactive,85.0,132.0,103.0,119.0,104.0,114.0,78.0,110.0
G0019,G0019_184,inactive,21.0,14.0,27.0,14.0,25.0,13.0,25.0,19.0
G0019,G0019_185,inactive,24.0,32.0,20.0,15.0,14.0,33.0,8.0,14.0
G0019,G0019_186,inactive,31.0,58.0,20.0,36.0,32.0,32.0,28.0,23.0
G0019,G0019_187,inactive,27.0,35.0,52.0,33.0,31.0,16.0,21.0,35.0
G0019,G0019_188,inactive,132.0,172.0,153.0,149.0,116.0,137.0,103.0,134.0
G0019,G0019_189,inactive,27.0,58.0,34.0,31.0,31.0,34.0,27.0,44.0
G0019,G0019_190,inactive,22.0,75.0,42.0,36.0,32.0,48.0,26.0,38.0
G0020,G0020_191,inactive,58.0,70.0,64.0,38.0,76.0,43.0,35.0,82.0
G0020,G0020_192,inactive,29.0,41.0,42.0,40.0,19.0,37.0,16.0,30.0
G0020,G0020_193,inactive,34.0,32.0,25.0,28.0,24.0,23.0,14.0,36.0
G0020,G0020_194,inactive,6.0,10.0,11.0,5.0,3.0,11.0,7.0,5.0
G0020,G0020_195,inactive,25.0,34.0,43.0,40.0,26.0,27.0,29.0,35.0
G0020,G0020_196,inactive,70.0,93.0,91.0,114.0,67.0,76.0,82.0,61.0
G0020,G0020_197,inactive,87.0,143.0,118.0,139.0,89.0,116.0,101.0,143.0
G0020,G0020_198,inactive,66.0,85.0,75.0,81.0,63.0,76.0,61.0,68.0
