"","gene","sgRNA","class","L1","L2","L3","L4","H1","H2","H3","H4"
"1","G0001","G0001_01","inactive",15,0,14,15,12,0,7,12
"2","G0001","G0001_02","inactive",140,115,75,118,134,107,70,127
"3","G0001","G0001_03","inactive",70,130,83,68,97,106,67,72
"4","G0001","G0001_04","inactive",23,57,58,47,26,61,45,47
"5","G0001","G0001_05","inactive",69,94,110,140,86,105,72,108
"6","G0001","G0001_06","inactive",10,25,22,16,19,35,14,6
"7","G0001","G0001_07","inactive",157,121,147,85,151,194,124,80
"8","G0001","G0001_08","inactive",21,50,42,43,55,42,39,26
"9","G0001","G0001_09","inactive",173,173,185,186,214,189,179,160
"10","G0001","G0001_10","inactive",62,78,44,50,47,63,46,41
"11","G0002","G0002_01","inactive",11,17,10,27,26,14,15,24
"12","G0002","G0002_02","inactive",62,23,69,44,67,45,54,33
"13","G0002","G0002_03","inactive",15,39,54,13,27,29,38,9
"14","G0002","G0002_04","inactive",36,27,68,37,53,44,37,34
"15","G0002","G0002_05","inactive",25,18,12,7,36,16,9,10
"16","G0002","G0002_06","inactive",77,112,82,66,87,168,85,65
"17","G0002","G0002_07","inactive",140,106,110,135,163,128,88,130
"18","G0002","G0002_08","inactive",85,95,81,130,61,124,58,110
"19","G0002","G0002_09","inactive",65,80,50,60,57,63,33,82
"20","G0002","G0002_10","inactive",103,124,143,164,129,183,95,102
"21","G0003","G0003_01","inactive",23,0,27,11,15,13,9,17
"22","G0003","G0003_02","inactive",49,62,89,64,38,45,56,57
"23","G0003","G0003_03","inactive",77,30,83,56,79,29,66,48
"24","G0003","G0003_04","inactive",140,211,216,117,168,208,161,113
"25","G0003","G0003_05","inactive",81,161,105,109,109,170,62,125
"26","G0003","G0003_06","inactive",39,40,35,46,40,38,25,28
"27","G0003","G0003_07","inactive",38,62,80,71,74,88,61,54
"28","G0003","G0003_08","inactive",19,38,41,16,15,43,35,30
"29","G0003","G0003_09","inactive",103,119,139,120,118,128,97,131
"30","G0003","G0003_10","inactive",130,184,135,180,137,162,122,166
"31","G0004","G0004_01","inactive",35,48,65,63,38,58,49,49
"32","G0004","G0004_02","inactive",76,90,85,68,99,111,77,58
"33","G0004","G0004_03","inactive",66,105,149,145,80,115,130,136
"34","G0004","G0004_04","inactive",66,22,81,40,41,14,61,60
"35","G0004","G0004_05","inactive",156,235,232,251,163,291,171,196
"36","G0004","G0004_06","inactive",49,21,88,31,63,30,44,26
"37","G0004","G0004_07","inactive",36,51,36,33,43,48,25,21
"38","G0004","G0004_08","inactive",123,117,118,105,161,110,98,109
"39","G0004","G0004_09","inactive",186,225,200,131,233,232,162,116
"40","G0004","G0004_10","inactive",30,11,21,4,33,13,16,1
"41","G0005","G0005_01","inactive",34,39,45,64,61,56,26,72
"42","G0005","G0005_02","inactive",126,249,176,198,178,242,157,203
"43","G0005","G0005_03","inactive",73,64,50,60,92,80,40,63
"44","G0005","G0005_04","inactive",577,552,620,507,526,635,518,488
"45","G0005","G0005_05","inactive",93,149,136,123,114,171,113,123
"46","G0005","G0005_06","inactive",47,57,35,16,38,37,22,22
