"","gene","sgRNA","class","L1","L2","L3","L4","H1","H2","H3","H4"
"1","G0001","G0001_01","inactive",81,71,107,50,95,67,107,45
"2","G0001","G0001_02","inactive",521,623,442,408,643,533,496,427
"3","G0001","G0001_03","inactive",164,311,109,326,182,200,111,314
"4","G0001","G0001_04","inactive",171,126,118,193,159,150,76,108
"5","G0001","G0001_05","inactive",256,377,216,217,234,269,202,147
"6","G0001","G0001_06","inactive",201,176,197,336,146,182,184,290
"7","G0001","G0001_07","inactive",380,341,339,257,394,321,280,242
"8","G0001","G0001_08","inactive",304,168,152,220,367,148,153,207
"9","G0001","G0001_09","inactive",146,172,173,295,149,102,182,177
"10","G0001","G0001_10","inactive",107,51,73,76,84,36,154,46
"11","G0002","G0002_01","inactive",151,200,118,225,101,165,126,180
"12","G0002","G0002_02","inactive",56,88,76,67,62,31,79,51
"13","G0002","G0002_03","inactive",83,131,50,131,48,58,52,54
"14","G0002","G0002_04","inactive",51,133,85,55,80,72,44,44
"15","G0002","G0002_05","inactive",347,726,473,511,396,509,476,345
"16","G0002","G0002_06","inactive",46,76,91,115,60,138,70,98
"17","G0002","G0002_07","inactive",135,103,115,127,173,124,105,126
"18","G0002","G0002_08","inactive",158,174,213,375,143,270,230,325
"19","G0002","G0002_09","inactive",304,476,323,437,383,331,268,396
"20","G0002","G0002_10","inactive",561,498,512,499,646,587,458,274
"21","G0003","G0003_01","inactive",376,379,249,278,270,374,233,228
"22","G0003","G0003_02","inactive",569,666,597,588,498,703,503,599
"23","G0003","G0003_03","inactive",213,208,147,273,223,189,149,230
"24","G0003","G0003_04","inactive",103,131,39,143,40,117,27,77
"25","G0003","G0003_05","inactive",154,100,76,101,71,51,71,81
"26","G0003","G0003_06","inactive",77,172,267,192,160,93,202,130
"27","G0003","G0003_07","inactive",129,204,121,257,134,152,167,180
"28","G0003","G0003_08","inactive",154,107,172,147,157,171,175,72
"29","G0003","G0003_09","inactive",126,129,140,141,96,116,81,99
"30","G0003","G0003_10","inactive",231,103,215,281,209,188,194,119
"31","G0004","G0004_01","inactive",308,310,417,412,237,251,275,326
"32","G0004","G0004_02","inactive",217,143,134,362,227,236,156,230
"33","G0004","G0004_03","inactive",405,309,362,473,407,329,304,376
"34","G0004","G0004_04","inactive",42,125,93,80,40,107,95,74
"35","G0004","G0004_05","inactive",139,68,136,57,91,58,92,62
"36","G0004","G0004_06","inactive",300,197,366,574,287,233,270,428
"37","G0004","G0004_07","inactive",278,257,336,289,191,203,449,216
"38","G0004","G0004_08","inactive",632,447,598,530,472,429,504,406
"39","G0004","G0004_09","inactive",167,144,112,238,155,132,88,125
"40","G0004","G0004_10","inactive",41,4,75,8,69,35,106,23
"41","G0005","G0005_01","inactive",113,242,197,177,108,117,249,188
"42","G0005","G0005_02","inactive",10,82,40,60,0,38,28,44
"43","G0005","G0005_03","inactive",168,86,167,177,152,79,117,125
