"","gene","sgRNA","class","L1","L2","L3","L4","H1","H2","H3","H4"
"1","G0001","G0001_01","inactive",257,104,90,219,245,80,130,144
"2","G0001","G0001_02","inactive",651,334,576,336,508,396,578,419
"3","G0001","G0001_03","inactive",754,722,1026,697,767,755,1119,661
"4","G0001","G0001_04","inactive",2037,2101,1942,1318,2073,1989,1933,1162
"5","G0001","G0001_05","inactive",113,15,178,140,123,49,257,217
"6","G0001","G0001_06","inactive",668,636,445,399,718,714,442,399
"7","G0001","G0001_07","inactive",478,289,376,393,483,270,463,392
"8","G0001","G0001_08","inactive",450,419,449,314,372,499,441,319
"9","G0001","G0001_09","inactive",158,345,271,477,134,368,316,445
"10","G0001","G0001_10","inactive",457,294,478,354,476,296,561,284
"11","G0002","G0002_01","inactive",587,267,185,541,515,367,232,591
"12","G0002","G0002_02","inactive",746,822,888,780,753,732,963,794
"13","G0002","G0002_03","inactive",542,807,550,531,604,637,601,633
"14","G0002","G0002_04","inactive",1120,675,828,715,1151,719,743,710
"15","G0002","G0002_05","inactive",239,217,167,231,276,158,202,275
"16","G0002","G0002_06","inactive",1725,1439,1184,1607,1439,1148,1310,1402
"17","G0002","G0002_07","inactive",208,274,267,210,227,165,325,253
"18","G0002","G0002_08","inactive",229,476,245,411,215,428,252,349
"19","G0002","G0002_09","inactive",623,931,769,763,585,851,850,651
"20","G0002","G0002_10","inactive",435,457,365,512,467,352,348,526
"21","G0003","G0003_01","inactive",739,689,567,743,709,550,766,664
"22","G0003","G0003_02","inactive",288,380,296,384,292,415,326,320
"23","G0003","G0003_03","inactive",174,330,190,315,205,263,148,323
"24","G0003","G0003_04","inactive",125,548,144,327,133,434,117,408
"25","G0003","G0003_05","inactive",0,113,123,127,0,69,167,148
"26","G0003","G0003_06","inactive",703,652,721,756,895,565,794,667
"27","G0003","G0003_07","inactive",81,220,245,90,113,155,234,146
"28","G0003","G0003_08","inactive",196,316,303,210,219,326,366,233
"29","G0003","G0003_09","inactive",189,390,324,246,238,271,337,266
"30","G0003","G0003_10","inactive",1546,1212,786,678,1583,1073,950,673
"31","G0004","G0004_01","inactive",144,250,313,209,159,265,366,146
"32","G0004","G0004_02","inactive",1229,1258,1211,1138,1159,1403,1240,1148
"33","G0004","G0004_03","inactive",477,826,772,655,551,789,919,675
"34","G0004","G0004_04","inactive",204,330,288,259,259,290,293,228
"35","G0004","G0004_05","inactive",240,219,143,376,356,214,195,458
"36","G0004","G0004_06","inactive",522,342,541,489,591,390,744,556
"37","G0004","G0004_07","inactive",519,724,446,540,581,745,452,606
"38","G0004","G0004_08","inactive",144,199,274,353,146,206,314,392
"39","G0004","G0004_09","inactive",266,240,265,211,297,268,378,263
"40","G0004","G0004_10","inactive",250,252,146,137,208,270,146,124
"41","G0005","G0005_01","inactive",288,306,189,232,463,313,336,216
"42","G0005","G0005_02","inactive",72,33,42,45,64,39,68,43
"43","G0005","G0005_03","inactive",486,475,151,485,471,425,167,556
"44","G0005","G0005_04","inactive",489,318,489,348,425,309,391,319
"45","G0005","G0005_05","inactive",286,318,205,446,311,336,198,479
"46","G0005","G0005_06","inactive",168,300,235,270,199,393,198,297
"47","G0005","G0005_07","inactive",403,527,226,384,415,433,394,422
"48","G0005","G0005_08","inactive",209,417,155,234,232,365,181,260
"49","G0005","G0005_09","inactive",467,498,623,702,514,448,704,627
"50","G0005","G0005_10","inactive",60,27,130,116,105,28,192,150
"51","G0006","G0006_01","inactive",556,402,470,547,714,404,653,517
"52","G0006","G0006_02","inactive",448,454,254,282,438,410,159,313
"53","G0006","G0006_03","inactive",300,476,411,382,456,461,450,362
"54","G0006","G0006_04","inactive",917,674,876,794,1190,779,964,856
"55","G0006","G0006_05","inactive",286,319,360,241,298,314,387,207
"56","G0006","G0006_06","inactive",172,455,265,254,107,278,263,197
"57","G0006","G0006_07","inactive",104,350,282,397,55,403,332,453
"58","G0006","G0006_08","inactive",477,597,429,562,515,501,432,584
"59","G0006","G0006_09","inactive",210,189,94,151,167,160,186,110
"60","G0006","G0006_10","inactive",301,250,168,215,272,230,229,254
"61","G0007","G0007_01","inactive",386,363,358,212,315,340,395,248
"62","G0007","G0007_02","inactive",285,420,489,257,491,398,430,261
"63","G0007","G0007_03","inactive",78,153,132,130,167,109,105,146
"64","G0007","G0007_04","inactive",238,342,355,228,302,317,440,176
"65","G0007","G0007_05","inactive",839,872,1196,1036,940,801,1156,989
"66","G0007","G0007_06","inactive",448,442,255,303,522,366,387,311
"67","G0007","G0007_07","inactive",166,129,182,79,117,128,183,131
"68","G0007","G0007_08","inactive",2977,3107,2797,2856,3270,2961,3400,2631
"69","G0007","G0007_09","inactive",1215,1484,1092,1328,1460,1490,1327,1367
"70","G0007","G0007_10","inactive",368,268,153,413,418,180,163,408
"71","G0008","G0008_01","inactive",1053,1035,769,1028,1052,1075,852,1076
"72","G0008","G0008_02","inactive",980,826,1029,953,1005,813,1087,932
"73","G0008","G0008_03","inactive",458,785,693,605,460,713,879,848
"74","G0008","G0008_04","inactive",92,155,158,245,123,110,108,224
"75","G0008","G0008_05","inactive",426,394,312,360,371,342,387,327
"76","G0008","G0008_06","inactive",389,536,626,627,428,564,569,572
"77","G0008","G0008_07","inactive",354,288,416,318,402,338,366,274
"78","G0008","G0008_08","inactive",2382,2710,2472,2798,2408,2706,2886,2971
"79","G0008","G0008_09","inactive",1085,959,795,1263,1052,1053,790,1229
"80","G0008","G0008_10","inactive",599,893,694,826,761,738,892,880
"81","G0009","G0009_01","inactive",212,340,314,317,189,315,296,237
"82","G0009","G0009_02","inactive",686,1074,773,740,909,845,775,780
"83","G0009","G0009_03","inactive",277,331,261,342,214,283,392,314
"84","G0009","G0009_04","inactive",114,184,154,190,135,213,188,178
"85","G0009","G0009_05","inactive",283,297,350,124,273,217,380,117
"86","G0009","G0009_06","inactive",165,181,106,125,172,173,206,229
"87","G0009","G0009_07","inactive",46,186,144,59,50,224,239,95
"88","G0009","G0009_08","inactive",126,260,183,247,210,175,205,145
"89","G0009","G0009_09","inactive",278,342,400,263,332,329,339,299
"90","G0009","G0009_10","inactive",1018,1701,971,986,1312,1583,1044,1056
"91","G0010","G0010_01","inactive",329,339,139,176,412,276,185,160
"92","G0010","G0010_02","inactive",178,149,186,108,278,140,191,132
"93","G0010","G0010_03","inactive",285,388,258,359,301,439,299,356
