"","gene","sgRNA","class","L1","L2","L3","L4","H1","H2","H3","H4"
"1","G0001","G0001_01","inactive",1729,963,1439,1133,1819,1013,1333,1154
"2","G0001","G0001_02","inactive",442,525,432,433,494,523,408,388
"3","G0001","G0001_03","inactive",465,615,423,304,521,535,318,345
"4","G0001","G0001_04","inactive",1152,1145,1149,914,1149,1125,1281,1105
"5","G0001","G0001_05","inactive",734,961,1219,818,659,883,1183,720
"6","G0001","G0001_06","inactive",918,532,495,895,906,590,436,1035
"7","G0001","G0001_07","inactive",479,337,470,198,516,335,437,278
"8","G0001","G0001_08","inactive",1010,1134,1395,1572,1073,1064,1254,1694
"9","G0001","G0001_09","inactive",6585,5921,6654,5992,6972,6425,6724,6601
"10","G0001","G0001_10","inactive",557,365,616,277,525,335,485,251
"11","G0002","G0002_01","inactive",1304,1768,1251,1595,1432,1896,1331,1878
"12","G0002","G0002_02","inactive",452,592,306,545,435,494,329,645
"13","G0002","G0002_03","inactive",182,577,552,520,198,511,496,576
"14","G0002","G0002_04","inactive",683,614,734,826,582,590,805,816
"15","G0002","G0002_05","inactive",658,556,871,474,697,608,856,626
"16","G0002","G0002_06","inactive",496,1214,1115,814,597,1253,1120,832
"17","G0002","G0002_07","inactive",3004,2897,3366,2555,2768,3253,3057,2915
"18","G0002","G0002_08","inactive",488,335,280,143,539,348,312,205
"19","G0002","G0002_09","inactive",2056,1926,1710,2248,2105,1836,1898,2659
"20","G0002","G0002_10","inactive",538,258,653,712,532,375,664,679
"21","G0003","G0003_01","decreasing",4708,4703,4425,5288,0,49,214,165
"22","G0003","G0003_02","decreasing",1597,3204,2362,2562,0,0,34,6
"23","G0003","G0003_03","decreasing",3319,3848,2843,2383,133,151,37,122
"24","G0003","G0003_04","decreasing",5596,7407,3789,6775,202,3,191,88
"25","G0003","G0003_05","decreasing",1372,746,1737,668,0,177,0,80
"26","G0003","G0003_06","decreasing",2110,2445,1097,1833,0,0,37,35
"27","G0003","G0003_07","decreasing",1712,2845,1225,1699,109,0,107,123
"28","G0003","G0003_08","decreasing",2380,3010,1535,1439,0,160,41,0
"29","G0003","G0003_09","decreasing",1850,1483,1898,975,0,0,0,0
"30","G0003","G0003_10","decreasing",797,846,1741,576,0,0,42,7
"31","G0004","G0004_01","inactive",358,243,418,178,511,233,467,192
"32","G0004","G0004_02","inactive",984,1001,966,1107,995,1116,899,1084
"33","G0004","G0004_03","inactive",682,1019,783,631,822,889,620,745
"34","G0004","G0004_04","inactive",855,1016,1170,859,840,1094,1136,938
"35","G0004","G0004_05","inactive",815,674,956,468,787,694,843,472
"36","G0004","G0004_06","inactive",1073,1505,1066,963,1300,1318,896,899
"37","G0004","G0004_07","inactive",572,428,546,461,657,414,552,519
"38","G0004","G0004_08","inactive",405,659,781,595,554,802,705,633
"39","G0004","G0004_09","inactive",861,1013,1013,485,840,1028,871,629
"40","G0004","G0004_10","inactive",1341,1714,1169,1459,1202,1895,1264,1345
"41","G0005","G0005_01","inactive",418,346,406,703,398,350,432,826
"42","G0005","G0005_02","inactive",2616,2748,3177,2477,2879,2770,2994,2489
"43","G0005","G0005_03","inactive",206,489,223,502,247,493,209,493
"44","G0005","G0005_04","inactive",132,300,388,245,78,225,413,211
"45","G0005","G0005_05","inactive",1204,1547,1188,1441,1457,1554,1271,1628
"46","G0005","G0005_06","inactive",369,521,399,499,397,474,434,435
"47","G0005","G0005_07","inactive",118,211,123,84,65,211,142,103
"48","G0005","G0005_08","inactive",201,159,260,273,217,114,282,359
"49","G0005","G0005_09","inactive",89,224,397,346,177,284,407,358
"50","G0005","G0005_10","inactive",1548,2167,2105,1873,1636,2081,2255,2015
"51","G0006","G0006_01","inactive",880,974,910,832,740,1099,840,921
"52","G0006","G0006_02","inactive",1697,1248,1214,778,1884,1590,1208,917
"53","G0006","G0006_03","inactive",105,38,177,165,106,39,155,138
"54","G0006","G0006_04","inactive",130,145,216,89,79,216,212,115
"55","G0006","G0006_05","inactive",698,544,700,899,657,557,702,974
"56","G0006","G0006_06","inactive",469,842,789,686,561,823,640,737
"57","G0006","G0006_07","inactive",422,471,719,366,395,535,583,280
"58","G0006","G0006_08","inactive",392,355,189,203,337,374,197,172
"59","G0006","G0006_09","inactive",533,487,521,517,604,449,647,540
"60","G0006","G0006_10","inactive",1714,1957,1597,1612,1850,1875,1651,1647
"61","G0007","G0007_01","inactive",258,43,262,363,357,43,235,397
"62","G0007","G0007_02","inactive",756,766,1088,1298,924,712,989,1374
"63","G0007","G0007_03","inactive",663,530,144,376,672,574,159,461
"64","G0007","G0007_04","inactive",774,563,717,800,879,416,709,808
"65","G0007","G0007_05","inactive",162,382,190,450,165,352,250,480
"66","G0007","G0007_06","inactive",838,731,745,1044,776,724,754,1044
"67","G0007","G0007_07","inactive",671,464,776,233,734,498,801,250
"68","G0007","G0007_08","inactive",2457,3512,3664,3811,2325,3571,3507,4303
"69","G0007","G0007_09","inactive",393,231,208,534,332,235,193,590
"70","G0007","G0007_10","inactive",186,180,179,201,145,240,143,213
"71","G0008","G0008_01","inactive",168,392,526,451,178,373,437,442
"72","G0008","G0008_02","inactive",770,1001,1131,761,890,1042,1180,848
"73","G0008","G0008_03","inactive",395,474,536,318,434,551,523,339
"74","G0008","G0008_04","inactive",89,324,148,376,127,436,211,412
"75","G0008","G0008_05","inactive",1057,941,1249,622,1098,955,1076,907
"76","G0008","G0008_06","inactive",1544,995,1547,1415,1550,1017,1680,1505
"77","G0008","G0008_07","inactive",2205,1401,2548,1666,2337,1491,2298,1873
"78","G0008","G0008_08","inactive",1065,992,456,441,857,920,464,570
"79","G0008","G0008_09","inactive",1823,1804,2860,2292,1935,2102,2934,2451
"80","G0008","G0008_10","inactive",550,662,948,830,531,641,934,965
"81","G0009","G0009_01","negcontrol",3388,2014,3182,2611,3494,2379,3169,3084
"82","G0009","G0009_02","negcontrol",748,924,789,668,777,1089,663,747
"83","G0009","G0009_03","negcontrol",1537,1317,1514,1370,1746,1285,1679,1524
"84","G0009","G0009_04","negcontrol",909,547,961,645,1179,555,936,571
"85","G0009","G0009_05","negcontrol",656,1145,1324,1184,586,1083,1105,1097
"86","G0009","G0009_06","negcontrol",437,330,284,526,449,338,287,663
"87","G0009","G0009_07","negcontrol",539,632,873,474,725,536,824,436
"88","G0009","G0009_08","negcontrol",80,116,273,156,72,132,195,143
"89","G0009","G0009_09","negcontrol",828,743,901,750,887,781,692,761
"90","G0009","G0009_10","negcontrol",328,353,435,284,389,479,439,310
"91","G0010","G0010_01","inactive",2222,1476,1465,1302,2341,1497,1267,1280
"92","G0010","G0010_02","inactive",464,159,385,297,433,203,339,376
"93","G0010","G0010_03","inactive",617,355,395,457,655,361,444,524
"94","G0010","G0010_04","inactive",1537,1726,1818,1903,2019,1785,1639,2070
"95","G0010","G0010_05","inactive",256,605,489,266,262,788,430,287
"96","G0010","G0010_06","inactive",184,265,348,158,151,283,336,231
"97","G0010","G0010_07","inactive",1668,1962,1782,1675,1846,1747,1670,1943
