"","gene","sgRNA","class","L1","L2","L3","L4","H1","H2","H3","H4"
"1","G0001","G0001_01","inactive",783,755,1006,852,868,820,942,907
"2","G0001","G0001_02","inactive",399,558,539,445,486,488,556,377
"3","G0001","G0001_03","inactive",763,343,756,781,856,373,678,773
"4","G0001","G0001_04","inactive",232,241,617,203,217,217,515,185
"5","G0001","G0001_05","inactive",225,260,432,99,140,303,425,127
"6","G0001","G0001_06","inactive",332,428,458,234,328,511,335,231
"7","G0001","G0001_07","inactive",451,435,498,362,390,512,554,413
"8","G0001","G0001_08","inactive",318,411,516,364,276,512,507,380
"9","G0001","G0001_09","inactive",51,172,100,108,59,229,97,31
"10","G0001","G0001_10","inactive",393,308,331,358,547,446,396,518
"11","G0002","G0002_01","increasing",28,20,24,76,1029,640,769,379
"12","G0002","G0002_02","increasing",113,62,146,171,2804,1770,1857,1752
"13","G0002","G0002_03","increasing",100,55,107,89,1828,1310,2370,1275
"14","G0002","G0002_04","increasing",47,133,98,126,1175,1524,1460,1382
"15","G0002","G0002_05","increasing",106,158,120,156,1866,3574,2992,3393
"16","G0002","G0002_06","increasing",374,303,491,436,560,427,568,422
"17","G0002","G0002_07","increasing",197,327,294,161,4271,3836,4664,3811
"18","G0002","G0002_08","increasing",33,30,33,75,731,1158,868,1774
"19","G0002","G0002_09","increasing",11,46,17,72,803,1550,695,613
"20","G0002","G0002_10","increasing",171,17,141,139,3026,1911,2498,2681
"21","G0003","G0003_01","inactive",314,346,518,206,300,466,355,312
"22","G0003","G0003_02","inactive",110,152,199,146,178,152,235,136
"23","G0003","G0003_03","inactive",291,235,364,540,298,315,374,562
"24","G0003","G0003_04","inactive",222,270,189,302,258,258,177,368
"25","G0003","G0003_05","inactive",392,254,142,258,358,218,176,217
"26","G0003","G0003_06","inactive",739,719,851,569,916,658,848,539
"27","G0003","G0003_07","inactive",457,612,466,691,581,770,382,680
"28","G0003","G0003_08","inactive",478,525,438,592,566,663,320,546
"29","G0003","G0003_09","inactive",130,126,213,245,220,193,250,211
"30","G0003","G0003_10","inactive",137,167,179,93,192,42,168,125
"31","G0004","G0004_01","inactive",240,259,202,179,296,178,288,166
