"","gene","sgRNA","class","L1","L2","L3","L4","H1","H2","H3","H4"
"1","G0001","G0001_01","inactive",2,30,68,46,14,25,52,49
"2","G0001","G0001_02","inactive",47,49,36,24,41,31,38,31
"3","G0001","G0001_03","inactive",62,83,89,50,84,82,70,48
"4","G0001","G0001_04","inactive",41,70,92,30,42,79,67,28
"5","G0001","G0001_05","inactive",124,50,99,53,91,71,64,91
"6","G0001","G0001_06","inactive",184,345,232,210,181,309,175,252
"7","G0001","G0001_07","inactive",109,46,57,34,98,64,48,38
"8","G0001","G0001_08","inactive",10,43,6,59,12,66,2,68
"9","G0001","G0001_09","inactive",142,216,121,119,117,210,128,150
"10","G0001","G0001_10","inactive",83,54,90,70,68,84,70,70
"11","G0002","G0002_01","inactive",244,228,214,170,220,239,197,173
"12","G0002","G0002_02","inactive",30,40,49,66,38,35,36,93
"13","G0002","G0002_03","inactive",160,184,184,90,150,226,140,119
"14","G0002","G0002_04","inactive",163,212,144,202,159,206,117,235
"15","G0002","G0002_05","inactive",85,161,168,98,84,155,125,110
"16","G0002","G0002_06","inactive",45,49,38,49,51,50,30,44
"17","G0002","G0002_07","inactive",23,2,6,12,27,5,3,9
"18","G0002","G0002_08","inactive",89,84,102,97,78,88,94,114
"19","G0002","G0002_09","inactive",24,54,31,37,21,32,25,23
"20","G0002","G0002_10","inactive",180,173,171,97,168,164,122,127
"21","G0003","G0003_01","inactive",106,81,106,114,106,107,94,126
"22","G0003","G0003_02","inactive",66,80,36,49,63,57,28,45
"23","G0003","G0003_03","inactive",134,139,153,173,141,151,95,144
"24","G0003","G0003_04","inactive",68,69,98,67,78,63,55,80
"25","G0003","G0003_05","inactive",253,218,151,157,213,195,110,167
"26","G0003","G0003_06","inactive",37,23,60,47,27,11,39,41
"27","G0003","G0003_07","inactive",443,443,399,315,369,377,316,349
"28","G0003","G0003_08","inactive",360,253,258,230,328,279,229,277
"29","G0003","G0003_09","inactive",133,143,154,120,114,112,132,117
"30","G0003","G0003_10","inactive",39,17,24,27,36,16,22,31
"31","G0004","G0004_01","inactive",112,107,75,49,121,88,45,76
"32","G0004","G0004_02","inactive",139,111,73,90,117,90,87,100
"33","G0004","G0004_03","inactive",219,253,229,209,230,231,203,286
"34","G0004","G0004_04","inactive",347,206,303,259,354,221,244,276
"35","G0004","G0004_05","inactive",75,59,83,47,58,51,75,57
"36","G0004","G0004_06","inactive",158,158,170,153,144,152,165,184
"37","G0004","G0004_07","inactive",150,183,209,153,179,208,155,150
"38","G0004","G0004_08","inactive",79,152,130,75,76,113,88,92
"39","G0004","G0004_09","inactive",65,84,43,51,79,69,26,51
"40","G0004","G0004_10","inactive",107,87,51,62,124,93,48,98
"41","G0005","G0005_01","inactive",4,16,0,7,5,16,0,17
"42","G0005","G0005_02","inactive",46,59,31,18,35,51,24,29
"43","G0005","G0005_03","inactive",57,55,84,48,56,42,71,85
"44","G0005","G0005_04","inactive",105,126,148,113,94,111,126,124
"45","G0005","G0005_05","inactive",66,35,35,18,64,55,24,20
"46","G0005","G0005_06","inactive",38,27,42,17,23,34,47,26
"47","G0005","G0005_07","inactive",243,143,188,201,226,141,144,229
"48","G0005","G0005_08","inactive",187,150,135,158,190,131,137,186
"49","G0005","G0005_09","inactive",74,114,95,81,71,102,83,91
"50","G0005","G0005_10","inactive",14,76,23,24,18,44,13,25
"51","G0006","G0006_01","inactive",90,101,92,57,81,108,56,83
"52","G0006","G0006_02","inactive",160,189,136,89,150,128,136,128
"53","G0006","G0006_03","inactive",78,142,129,64,57,115,111,75
"54","G0006","G0006_04","inactive",87,78,77,81,72,74,60,93
"55","G0006","G0006_05","inactive",48,90,112,104,44,98,87,99
"56","G0006","G0006_06","inactive",185,177,155,97,176,163,129,112
"57","G0006","G0006_07","inactive",37,67,30,7,36,59,15,14
"58","G0006","G0006_08","inactive",45,89,76,47,63,85,63,73
"59","G0006","G0006_09","inactive",13,37,31,4,12,18,25,2
"60","G0006","G0006_10","inactive",72,79,49,82,81,72,48,84
"61","G0007","G0007_01","inactive",67,105,82,82,61,90,57,80
"62","G0007","G0007_02","inactive",20,19,42,10,16,26,10,21
"63","G0007","G0007_03","inactive",19,8,19,8,10,10,18,4
"64","G0007","G0007_04","inactive",82,67,67,76,57,63,45,107
"65","G0007","G0007_05","inactive",4,27,25,36,6,24,27,28
"66","G0007","G0007_06","inactive",82,86,69,75,62,88,53,60
"67","G0007","G0007_07","inactive",129,57,90,106,119,78,108,140
"68","G0007","G0007_08","inactive",30,27,14,15,29,19,6,11
"69","G0007","G0007_09","inactive",42,63,36,44,32,66,45,60
"70","G0007","G0007_10","inactive",200,278,228,212,200,269,185,257
"71","G0008","G0008_01","inactive",332,409,363,324,302,411,270,403
"72","G0008","G0008_02","inactive",40,24,26,21,32,30,22,23
"73","G0008","G0008_03","inactive",60,59,51,57,79,79,32,57
"74","G0008","G0008_04","inactive",44,13,60,54,59,16,70,48
"75","G0008","G0008_05","inactive",168,146,126,154,143,136,90,175
"76","G0008","G0008_06","inactive",205,89,216,181,167,91,195,197
"77","G0008","G0008_07","inactive",18,38,34,24,23,36,24,22
"78","G0008","G0008_08","inactive",91,125,102,44,80,141,90,59
"79","G0008","G0008_09","inactive",61,69,57,50,47,59,46,52
"80","G0008","G0008_10","inactive",99,95,62,68,89,82,37,73
"81","G0009","G0009_01","inactive",13,28,15,9,2,19,4,13
"82","G0009","G0009_02","inactive",126,93,184,121,120,81,141,138
"83","G0009","G0009_03","inactive",80,54,60,32,54,52,46,46
